id,nanswers
"1230156","2"
"1231178","3"
"1235218","2"
"1235883","2"
"1236452","1"
"1236698","1"
"1240284","1"
"1240851","3"
"1242663","2"
"1242814","1"
"1242993","3"
"1243257","1"
"1244461","1"
"1246091","2"
"1251463","7"
"1252335","13"
"1253814","3"
"1254089","3"
"1255996","2"
"1257299","13"
"1257812","3"
"1259053","4"
"1259561","3"
"1261021","6"
"1261511","2"
"1261725","1"
"1262081","5"
"1262262","2"
"1264367","5"
"1265037","2"
"1265810","7"
"1266117","5"
"1266367","1"
"1266516","2"
"1266652","2"
"1267122","3"
"1271199","2"
"1273599","6"
"1275196","8"
"1275996","4"
"1276039","3"
"1276817","2"
"1277185","4"
"1277226","1"
"1278099","1"
"1278400","1"
"1278806","1"
"1281102","4"
"1282602","8"
"1286795","2"
"1288265","4"
"1290167","1"
"1293003","2"
"1293905","3"
"1300890","4"
"1301980","1"
"1302113","5"
"1303026","2"
"1303761","2"
"1307204","3"
"1311986","2"
"1312292","1"
"1314055","3"
"1315604","2"
"1316826","4"
"1319375","2"
"1320345","7"
"1321080","6"
"1321419","5"
"1321466","5"
"1323067","2"
"1327404","4"
"1329169","1"
"1329833","2"
"1330223","3"
"1331081","2"
"1331792","1"
"1331887","3"
"1332237","1"
"1334631","5"
"1334675","1"
"1335086","4"
"1337923","1"
"1339942","1"
"1344652","4"
"1345851","1"
"1347098","2"
"1350516","2"
"1350998","1"
"1352483","4"
"1353933","6"
"1356051","4"
"1356102","1"
"1357569","3"
"1358836","2"
"1359956","3"
"1360322","2"
"1361886","1"
"1362334","1"
"1362515","5"
"1363290","1"
"1364922","7"
"1365041","1"
"1367653","2"
"1367774","1"
"1372243","4"
"1372987","1"
"1373887","4"
"1377316","1"
"1378902","4"
"1379767","4"
"1381264","9"
"1385507","3"
"1391342","3"
"1397197","1"
"1398671","6"
"1398843","1"
"1400481","3"
"1401639","4"
"1401667","5"
"1403692","1"
"1406034","1"
"1407042","3"
"1407932","2"
"1409540","3"
"1409663","3"
"1410652","2"
"1419800","7"
"1421064","2"
"1425719","3"
"1426117","5"
"1428590","3"
"1432196","1"
"1436252","3"
"1437312","2"
"1438196","3"
"1439900","3"
"1441411","2"
"1442538","3"
"1444153","7"
"1445388","4"
"1446213","2"
"1447045","1"
"1451189","5"
"1454929","5"
"1455434","1"
"1457084","4"
"1458260","2"
"1459501","4"
"1460546","1"
"1461036","1"
"1461088","1"
"1462375","1"
"1464582","2"
"1466077","4"
"1466738","1"
"1468462","2"
"1468615","1"
"1470077","3"
"1471130","1"
"1471239","4"
"1474297","2"
"1476891","7"
"1476989","2"
"1478992","2"
"1479769","1"
"1481793","5"
"1482476","3"
"1482990","2"
"1483348","4"
"1483892","31"
"1484065","1"
"1484440","8"
"1488526","1"
"1488680","2"
"1489069","1"
"1489192","1"
"1492118","4"
"1494705","3"
"1496793","4"
"1497287","2"
"1498211","1"
"1498936","2"
"1501230","4"
"1501803","3"
"1501966","5"
"1502781","3"
"1503974","4"
"1504097","2"
"1505179","5"
"1505382","5"
"1507452","4"
"1508082","4"
"1508375","2"
"1508998","1"
"1509154","2"
"1510599","1"
"1510928","2"
"1512291","2"
"1513267","2"
"1513519","1"
"1513668","2"
"1518180","1"
"1521189","2"
"1521249","4"
"1524227","2"
"1524596","2"
"1525378","11"
"1525658","2"
"1527854","2"
"1528928","2"
"1529208","1"
"1529977","2"
"1530844","4"
"1531113","7"
"1532014","1"
"1532188","2"
"1533134","1"
"1533874","1"
"1534061","2"
"1534908","2"
"1536566","2"
"1536758","3"
"1538099","1"
"1543944","2"
"1546447","2"
"1548053","1"
"1548075","2"
"1552060","1"
"1555936","3"
"1556056","3"
"1557544","4"
"1558718","2"
"1564182","7"
"1566893","1"
"1570422","13"
"1571455","3"
"1571703","3"
"1571712","5"
"1573710","0"
"1574224","1"
"1575275","1"
"1575577","2"
"1575586","2"
"1578562","6"
"1579670","1"
"1588126","2"
"1589289","3"
"1589430","4"
"1590183","1"
"1595848","14"
"1596021","5"
"1597074","1"
"1600743","3"
"1603585","4"
"1603801","1"
"1606164","2"
"1606192","1"
"1607227","3"
"1608522","6"
"1610218","1"
"1614784","2"
"1615117","1"
"1617277","1"
"1619914","2"
"1622495","2"
"1623958","3"
"1625638","3"
"1626924","1"
"1628305","5"
"1629828","2"
"1629992","1"
"1631819","4"
"1632351","2"
"1632748","2"
"1633999","1"
"1635020","1"
"1635910","1"
"1637281","2"
"1638434","2"
"1639035","1"
"1640223","4"
"1642483","4"
"1643636","4"
"1643647","1"
"1644828","2"
"1648618","14"
"1652301","3"
"1652914","4"
"1653900","2"
"1656190","3"
"1661091","2"
"1661147","1"
"1662133","2"
"1662439","2"
"1663361","1"
"1665472","1"
"1666588","3"
"1666814","2"
"1668248","4"
"1668353","3"
"1668506","3"
"1668565","5"
"1669456","1"
"1671694","2"
"1673153","6"
"1677200","1"
"1678555","9"
"1679659","1"
"1680565","3"
"1685805","2"
"1686805","2"
"1691424","2"
"1699149","2"
"1699335","3"
"1701885","4"
"1702324","8"
"1702426","4"
"1705963","2"
"1707062","4"
"1708317","3"
"1708415","3"
"1709452","2"
"1713133","2"
"1715434","6"
"1716989","1"
"1722305","2"
"1725138","1"
"1731773","1"
"1734374","4"
"1742265","1"
"1742810","2"
"1744218","6"
"1747374","1"
"1748500","2"
"1751364","3"
"1756188","7"
"1757858","2"
"1762103","2"
"1764815","3"
"1774761","1"
"1776236","1"
"1777153","5"
"1779512","1"
"1781948","3"
"1782910","4"
"1785260","2"
"1786140","1"
"1786971","5"
"1789434","1"
"1795060","1"
"1795492","2"
"1797986","1"
"1800013","7"
"1801579","10"
"1802801","3"
"1807042","1"
"1808305","1"
"1809500","1"
"1812510","2"
"1813090","2"
"1813393","6"
"1822529","2"
"1823642","8"
"1825000","5"
"1829609","2"
"1829727","1"
"1832937","4"
"1834396","5"
"1834522","6"
"1837415","1"
"1842186","5"
"1842365","6"
"1847410","1"
"1848142","2"
"1848508","1"
"1849576","4"
"1850014","2"
"1853864","1"
"1854191","1"
"1855394","2"
"1855661","3"
"1857098","7"
"1857685","6"
"1858947","5"
"1859441","1"
"1862036","11"
"1868246","1"
"1870047","9"
"1870154","2"
"1870211","2"
"1870415","4"
"1870573","8"
"1872150","1"
"1879052","1"
"1880267","2"
"1881122","7"
"1883655","4"
"1884959","4"
"1887365","4"
"1888352","2"
"1893405","5"
"1899724","1"
"1901765","4"
"1902037","2"
"1903049","1"
"1903194","3"
"1904231","1"
"1904546","1"
"1905058","1"
"1905246","2"
"1905693","2"
"1906027","4"
"1906691","4"
"1907981","3"
"1909084","1"
"1909932","2"
"1912293","1"
"1913884","2"
"1915134","1"
"1915797","1"
"1917597","1"
"1922313","5"
"1924305","6"
"1924464","8"
"1926991","2"
"1927676","5"
"1928419","1"
"1928990","3"
"1930357","1"
"1930675","3"
"1932576","3"
"1934908","2"
"1937243","2"
"1938446","3"
"1939073","3"
"1942442","5"
"1943881","3"
"1945536","4"
"1946720","1"
"1947446","3"
"1951377","1"
"1951432","4"
"1954911","3"
"1956807","2"
"1956846","4"
"1958744","3"
"1961132","1"
"1962436","3"
"1963078","2"
"1964929","1"
"1970150","1"
"1973748","2"
"1974233","3"
"1975392","4"
"1980708","1"
"1986965","3"
"1990853","1"
"1993629","2"
"1998168","2"
"1998684","3"
"2000622","4"
"2005054","6"
"2006473","2"
"2010981","1"
"2011363","2"
"2012136","2"
"2012645","4"
"2013536","3"
"2020261","4"
"2020523","2"
"2021571","7"
"2022033","1"
"2030926","2"
"2032379","4"
"2033541","1"
"2033809","2"
"2034061","1"
"2035803","1"
"2036818","1"
"2037072","1"
"2039364","1"
"2042601","4"
"2043535","2"
"2047727","3"
"2049451","1"
"2050110","1"
"2050498","1"
"2050652","1"
"2053928","2"
"2055083","2"
"2057227","3"
"2061804","1"
"2065045","6"
"2066231","2"
"2066468","2"
"2066489","4"
"2066954","1"
"2067092","1"
"2071338","7"
"2072977","3"
"2074282","1"
"2074676","1"
"2075406","3"
"2076194","3"
"2076653","4"
"2076683","2"
"2077712","4"
"2079081","3"
"2079719","3"
"2085560","2"
"2086730","2"
"2087769","3"
"2090768","2"
"2092747","4"
"2093537","2"
"2093983","2"
"2094596","1"
"2095419","3"
"2099200","2"
"2100356","10"
"2103632","3"
"2104520","1"
"2111030","2"
"2112186","1"
"2114861","5"
"2122465","5"
"2123251","2"
"2124468","5"
"2124798","1"
"2130043","3"
"2130123","1"
"2133594","3"
"2137691","2"
"2137949","3"
"2138129","1"
"2138429","14"
"2139190","2"
"2139277","3"
"2140085","17"
"2142638","1"
"2147086","5"
"2149619","1"
"2150621","4"
"2150703","6"
"2150882","19"
"2150912","6"
"2151222","8"
"2152718","2"
"2152985","2"
"2153790","2"
"2156116","3"
"2156279","1"
"2157877","3"
"2160515","5"
"2161246","5"
"2162932","2"
"2163584","1"
"2165114","3"
"2165116","3"
"2165525","1"
"2166098","1"
"2170508","1"
"2173052","2"
"2174464","2"
"2179836","1"
"2183433","1"
"2184163","3"
"2186130","2"
"2187322","2"
"2194731","1"
"2196054","3"
"2197689","1"
"2199775","1"
"2200174","1"
"2200788","6"
"2201238","2"
"2201631","1"
"2203320","6"
"2203881","3"
"2204941","3"
"2205282","11"
"2208810","1"
"2209264","2"
"2220583","1"
"2222383","2"
"2223282","3"
"2228407","1"
"2230912","6"
"2231127","1"
"2231642","2"
"2231681","2"
"2234272","4"
"2240216","1"
"2241063","6"
"2242193","1"
"2244169","2"
"2245913","1"
"2247697","5"
"2253257","2"
"2253401","2"
"2254147","3"
"2256408","4"
"2266721","8"
"2266797","4"
"2270614","1"
"2271827","3"
"2271875","1"
"2272482","1"
"2273496","3"
"2273921","5"
"2274596","2"
"2274836","5"
"2276492","1"
"2281940","3"
"2284206","3"
"2287273","4"
"2292284","3"
"2294642","3"
"2296988","1"
"2298495","1"
"2298620","2"
"2299337","1"
"2305250","1"
"2311196","2"
"2311950","1"
"2312117","1"
"2314795","1"
"2315646","1"
"2318028","2"
"2319765","3"
"2322366","5"
"2326131","6"
"2328741","0"
"2329499","4"
"2329609","5"
"2329815","1"
"2331842","1"
"2333858","3"
"2334024","1"
"2339744","5"
"2342816","3"
"2343831","1"
"2347230","4"
"2347382","2"
"2351327","1"
"2354989","2"
"2356262","1"
"2359755","3"
"2360842","2"
"2361442","1"
"2361474","2"
"2363225","1"
"2369373","4"
"2373904","5"
"2375307","3"
"2377062","2"
"2378060","2"
"2380531","8"
"2381737","1"
"2382358","1"
"2388968","3"
"2389561","5"
"2389910","1"
"2390224","4"
"2390911","1"
"2393114","3"
"2393604","2"
"2393789","3"
"2394721","1"
"2398946","1"
"2399125","3"
"2400213","2"
"2401516","2"
"2402970","1"
"2403730","1"
"2404228","1"
"2404808","3"
"2413482","2"
"2417734","1"
"2420122","8"
"2424300","1"
"2424498","1"
"2426937","5"
"2427714","1"
"2430210","1"
"2431991","1"
"2435695","7"
"2435922","4"
"2437469","6"
"2437484","2"
"2441607","1"
"2442518","2"
"2442736","2"
"2443522","1"
"2444057","3"
"2444351","3"
"2447735","1"
"2449263","2"
"2450604","5"
"2450918","1"
"2451120","1"
"2458087","1"
"2459533","4"
"2459811","2"
"2461637","3"
"2463241","4"
"2463251","2"
"2463540","1"
"2464265","1"
"2464343","1"
"2468606","3"
"2468979","1"
"2469494","5"
"2475861","5"
"2476086","1"
"2476092","1"
"2476360","6"
"2478106","2"
"2482815","2"
"2486842","4"
"2492903","4"
"2493637","4"
"2494207","5"
"2495962","3"
"2498136","5"
"2501087","2"
"2501885","1"
"2502558","2"
"2503433","6"
"2509854","1"
"2509916","2"
"2511009","3"
"2513181","2"
"2514948","1"
"2517072","3"
"2517128","6"
"2520493","4"
"2522754","2"
"2524093","2"
"2525077","3"
"2525770","5"
"2526942","1"
"2530621","3"
"2530818","1"
"2531015","1"
"2532534","4"
"2532968","1"
"2533015","4"
"2534526","1"
"2536007","2"
"2536105","3"
"2540449","1"
"2541033","2"
"2541971","4"
"2544660","1"
"2544745","2"
"2545580","4"
"2546316","5"
"2548426","2"
"2551803","3"
"2552562","1"
"2554403","3"
"2557565","1"
"2559337","2"
"2559607","1"
"2561287","2"
"2562783","2"
"2563584","2"
"2565545","1"
"2566918","2"
"2571620","4"
"2573428","2"
"2575663","2"
"2576649","2"
"2577103","3"
"2578756","2"
"2579167","3"
"2581532","2"
"2584630","3"
"2587645","2"
"2593930","0"
"2594956","1"
"2595826","1"
"2595918","2"
"2595992","4"
"2596812","2"
"2597118","4"
"2599990","6"
"2600326","3"
"2600936","1"
"2601851","2"
"2602989","2"
"2603959","2"
"2604742","2"
"2604845","3"
"2608194","2"
"2610377","3"
"2614565","2"
"2616843","1"
"2621436","2"
"2628970","4"
"2634531","2"
"2636317","1"
"2639626","2"
"2640496","2"
"2640601","3"
"2641201","3"
"2641768","2"
"2642038","2"
"2642327","2"
"2642808","6"
"2645267","1"
"2646136","1"
"2652483","3"
"2652500","8"
"2655072","4"
"2659214","1"
"2667514","1"
"2668436","1"
"2669231","3"
"2672903","3"
"2674182","5"
"2674364","3"
"2674637","1"
"2675133","10"
"2675486","3"
"2676732","1"
"2676983","1"
"2677008","3"
"2681580","3"
"2682476","2"
"2683404","2"
"2683867","3"
"2684546","1"
"2685977","3"
"2687196","2"
"2689710","4"
"2690082","3"
"2690720","1"
"2693769","1"
"2697248","1"
"2698911","1"
"2700628","1"
"2702496","1"
"2705376","1"
"2706722","3"
"2706961","1"
"2708389","2"
"2714155","5"
"2714413","2"
"2719336","3"
"2720879","4"
"2721095","2"
"2721382","1"
"2722335","2"
"2724867","2"
"2725432","4"
"2725497","4"
"2725719","1"
"2730406","1"
"2733701","3"
"2735811","3"
"2738493","5"
"2739981","2"
"2741917","2"
"2743054","1"
"2746186","1"
"2746906","4"
"2748115","1"
"2748593","1"
"2749769","5"
"2755116","1"
"2757689","1"
"2757937","2"
"2758048","2"
"2760166","2"
"2761617","1"
"2765867","1"
"2768281","2"
"2768670","2"
"2773066","1"
"2777833","1"
"2779987","1"
"2784224","1"
"2789360","2"
"2795723","4"
"2795748","3"
"2796422","1"
"2802183","1"
"2803333","3"
"2804037","1"
"2805095","7"
"2806729","1"
"2806842","6"
"2812003","2"
"2813871","4"
"2815667","2"
"2818168","1"
"2819679","2"
"2820739","1"
"2821996","5"
"2822521","1"
"2822608","1"
"2826977","1"
"2833221","2"
"2833965","1"
"2836820","3"
"2837302","1"
"2841350","0"
"2844630","2"
"2849895","1"
"2850105","5"
"2850409","2"
"2850824","2"
"2851002","2"
"2851524","1"
"2851570","2"
"2852387","2"
"2856106","2"
"2856576","2"
"2858739","1"
"2861132","1"
"2864415","2"
"2866331","1"
"2868156","3"
"2868419","2"
"2870211","2"
"2871273","2"
"2874332","3"
"2876039","2"
"2876200","4"
"2881422","1"
"2881625","1"
"2882249","2"
"2896888","2"
"2897128","2"
"2897414","3"
"2897921","2"
"2898807","3"
"2899323","2"
"2900182","3"
"2901105","2"
"2901248","5"
"2901508","1"
"2902834","1"
"2905970","2"
"2908781","1"
"2909899","2"
"2912240","1"
"2913636","1"
"2913902","2"
"2915036","1"
"2919228","5"
"2921387","1"
"2921406","4"
"2928172","4"
"2928187","3"
"2928196","2"
"2930014","2"
"2931117","4"
"2932787","2"
"2937734","4"
"2942240","5"
"2944194","2"
"2947706","2"
"2951388","1"
"2951541","1"
"2953088","3"
"2953509","1"
"2954292","3"
"2957522","4"
"2958351","2"
"2961153","5"
"2964342","3"
"2966126","3"
"2966255","4"
"2967804","3"
"2968336","8"
"2968627","1"
"2972351","1"
"2975472","3"
"2979482","1"
"2979751","3"
"2983030","2"
"2983702","4"
"2986527","1"
"2986626","3"
"2988337","1"
"2989126","0"
"2989703","4"
"2990556","3"
"2991633","5"
"2992682","1"
"2992761","1"
"2993135","3"
"2994235","2"
"2994257","1"
"2995895","2"
"2998961","2"
"3004269","3"
"3007337","3"
"3010150","2"
"3011621","5"
"3012667","1"
"3013368","3"
"3013884","3"
"3014008","2"
"3016054","2"
"3016223","4"
"3019463","1"
"3020217","2"
"3021024","2"
"3022529","1"
"3023270","2"
"3024384","1"
"3025263","3"
"3025489","3"
"3026239","1"
"3026633","5"
"3028583","4"
"3030968","1"
"3032873","1"
"3033497","3"
"3035885","3"
"3035969","2"
"3035974","2"
"3041322","5"
"3042348","3"
"3043258","2"
"3043461","2"
"3043936","2"
"3044674","1"
"3051401","1"
"3054173","1"
"3056470","1"
"3057458","2"
"3057937","3"
"3058169","2"
"3061225","4"
"3062838","1"
"3062897","4"
"3063116","5"
"3063773","7"
"3064002","3"
"3064133","2"
"3064998","2"
"3065369","4"
"3067679","6"
"3077069","3"
"3077298","2"
"3079442","3"
"3082467","3"
"3084440","1"
"3086427","1"
"3087749","4"
"3088684","1"
"3088955","3"
"3091366","1"
"3095598","3"
"3096081","5"
"3102693","3"
"3103808","1"
"3104282","2"
"3112874","1"
"3113374","2"
"3114853","2"
"3118439","2"
"3118661","2"
"3122674","1"
"3122905","2"
"3125248","5"
"3127791","1"
"3128205","4"
"3132878","2"
"3134905","1"
"3136654","2"
"3139808","1"
"3141042","3"
"3141077","1"
"3142001","2"
"3142029","2"
"3142279","1"
"3142755","2"
"3143354","2"
"3145044","2"
"3146949","1"
"3148775","1"
"3150524","1"
"3151867","1"
"3152698","3"
"3153114","3"
"3155242","5"
"3155395","3"
"3156151","3"
"3157248","6"
"3157472","6"
"3160108","1"
"3169829","0"
"3170623","4"
"3171541","0"
"3176769","3"
"3179021","4"
"3179304","6"
"3179538","3"
"3179883","3"
"3186199","3"
"3187137","2"
"3188699","3"
"3190205","1"
"3191477","1"
"3193374","3"
"3194040","4"
"3196297","2"
"3196600","3"
"3198105","1"
"3199968","2"
"3200088","6"
"3201522","1"
"3201736","1"
"3202011","3"
"3206526","1"
"3206622","14"
"3206660","1"
"3209428","2"
"3210795","2"
"3211988","2"
"3215228","5"
"3217091","3"
"3217701","1"
"3218225","1"
"3221588","2"
"3222345","4"
"3222882","2"
"3223852","2"
"3224117","2"
"3225168","2"
"3226813","2"
"3226886","1"
"3228382","3"
"3228617","3"
"3230297","2"
"3230334","1"
"3231940","1"
"3234390","2"
"3236087","1"
"3236344","1"
"3238879","2"
"3240026","3"
"3240222","3"
"3241399","2"
"3241414","2"
"3241550","2"
"3242335","2"
"3244121","4"
"3248284","1"
"3249100","1"
"3249442","1"
"3251910","4"
"3253325","1"
"3253899","1"
"3255952","2"
"3256425","3"
"3256836","1"
"3257769","1"
"3259153","1"
"3259551","2"
"3259742","2"
"3260319","2"
"3261201","2"
"3261332","1"
"3263916","1"
"3264747","1"
"3265351","1"
"3266045","3"
"3268180","1"
"3268919","2"
"3270800","1"
"3273672","1"
"3275147","1"
"3277256","2"
"3278495","1"
"3278932","4"
"3280037","2"
