id,favorite
"792522","3"
"793761","17"
"798413","4"
"801347","1"
"802879","7"
"804969","4"
"811670","1"
"812639","1"
"820307","2"
"824822",""
"826981","8"
"828400",""
"830472","1"
"834932",""
"839172",""
"840386","2"
"841957",""
"847306",""
"852332","1"
"858149",""
"860895","1"
"860954","14"
"861864","7"
"864791","3"
"872386","1"
"872570","6"
"875771","1"
"876258",""
"880188","11"
"884207","1"
"885532","24"
"886893","4"
"886895",""
"887100","1"
"890938","6"
"897020","5"
"897550",""
"897740",""
"901369","2"
"904344",""
"905118",""
"908448",""
"909658","7"
"909834",""
"910241","1"
"910617",""
"911389",""
"920751",""
"922805","8"
"922892",""
"923296","10"
"932793",""
"933331","240"
"938031","19"
"942544","1"
"945584",""
"947618","23"
"953639","28"
"953712",""
"955161","2"
"956993","1"
"961313",""
"961830",""
"963585",""
"967181","1"
"968064","1"
"975785","0"
"976577","13"
"976754","3"
"979237","5"
"979360",""
"981587","1"
"981828","1"
"982226","0"
"982260","3"
"982682","8"
"983896","1"
"985551","1"
"986403","6"
"986468",""
"990459",""
"991434","1"
"992408","2"
"993409","23"
"994371","1"
"994487",""
"994965","1"
"995501",""
"1001073","2"
"1001744","3"
"1002627","0"
"1007066",""
"1010518","2"
"1018829","3"
"1027138","1"
"1030905",""
"1031588",""
"1036704","0"
"1039200",""
"1039377",""
"1041509","6"
"1043382",""
"1043735",""
"1044121",""
"1045245","0"
"1047545",""
"1048722",""
"1048726","1"
"1049238",""
"1053316",""
"1054928","1"
"1055460","14"
"1057768","2"
"1057986","14"
"1061063",""
"1062784",""
"1063014","1"
"1066491",""
"1066930",""
"1068332",""
"1078397","2"
"1082696",""
"1084814","0"
"1087227","61"
"1088726",""
"1091106",""
"1091696","2"
"1094274",""
"1095250",""
"1095349",""
"1103104","2"
"1103796","2"
"1106625",""
"1109277","2"
"1116101",""
"1122902","1"
"1127897","1"
"1128950","0"
"1130687","3"
"1130909",""
"1132766",""
"1134565","3"
"1137874","15"
"1139360",""
"1139622","3"
"1141542",""
"1145132","8"
"1146396",""
"1147193",""
"1149118","5"
"1149447",""
"1161751",""
"1162152","1"
"1162829","2"
"1163074",""
"1165040","15"
"1169717",""
"1171206","1"
"1175091",""
"1176006",""
"1176028","0"
"1178789","3"
"1181105","23"
"1182226","0"
"1182584","20"
"1183007","6"
"1183161","4"
"1191822","6"
"1192485","6"
"1196997",""
"1198375","4"
"1201247","1"
"1210042","1"
"1211236",""
"1211518",""
"1215134",""
"1216755","1"
"1217065","3"
"1220096",""
"1220182","21"
"1221447","27"
"1224806","2"
"1226406","4"
"1234724",""
"1236374","32"
"1239669",""
"1240718","3"
"1242196","0"
"1245387",""
"1246416",""
"1250437","5"
"1252448","1"
"1254180",""
"1255759",""
"1257830",""
"1258820",""
"1267998","4"
"1274105","1"
"1276798","6"
"1283476","3"
"1287965","2"
"1288959","0"
"1289061","190"
"1290975","15"
"1293741","7"
"1293950","6"
"1295346","1"
"1301863","3"
"1305354",""
"1306550","25"
"1307495",""
"1311697",""
"1313223","5"
"1314213",""
"1314521","15"
"1314591",""
"1314978",""
"1315677","11"
"1317792",""
"1318721","4"
"1319463",""
"1319603","6"
"1320671","2"
"1321669","1"
"1324829","1"
"1326181","2"
"1328155",""
"1333577","4"
"1336776","32"
"1336882",""
"1337865","3"
"1338546",""
"1342190","1"
"1344657",""
"1344951","1"
"1347810",""
"1350331",""
"1353128","2"
"1354999","266"
"1356888",""
"1363833","5"
"1365254","2"
"1367065","1"
"1368528",""
"1372623",""
"1373813",""
"1374288","2"
"1378621",""
"1381118",""
"1382116",""
"1383756","6"
"1383845","1"
"1387258","7"
"1387867",""
"1391613","14"
"1395740","0"
"1398740","3"
"1400246","119"
"1401727","2"
"1406293","0"
"1410901","5"
"1413320",""
"1415973","1"
"1416092","1"
"1417893","20"
"1422391",""
"1423804","7"
"1426570",""
"1430446","8"
"1431313","1"
"1431842",""
"1432545","1"
"1432647",""
"1440239","8"
"1440351",""
"1441875",""
"1441990",""
"1442017","4"
"1442896",""
"1448455","25"
"1450036","1"
"1451224","3"
"1453649","2"
"1453909","2"
"1455071",""
"1455782",""
"1456770","0"
"1459080","16"
"1459739","54"
"1460060","2"
"1462637",""
"1463454",""
"1465271","9"
"1468943",""
"1469798",""
"1471037",""
"1475489","1"
"1477427",""
"1477944","2"
"1480750",""
"1481398","1"
"1481821","1"
"1486056",""
"1487680","1"
"1487738","0"
"1489663",""
"1489731","1"
"1499832","3"
"1500290",""
"1502682",""
"1505529","2"
"1513543",""
"1516661","6"
"1519074","5"
"1521835",""
"1523072","3"
"1524604","79"
"1527172","5"
"1529128",""
"1530464","1"
"1530797",""
"1531820",""
"1533259",""
"1534012",""
"1535326","1"
"1538031","6"
"1545099","4"
"1546454","4"
"1546717","9"
"1549442","2"
"1550947","0"
"1551463","3"
"1553028","1"
"1554648",""
"1554745",""
"1554954","2"
"1555228","2"
"1556554","4"
"1558287",""
"1562064","3"
"1562664","1"
"1563438","1"
"1563601","3"
"1565035",""
"1565188","2"
"1565370","1"
"1565533",""
"1572450",""
"1577514","1"
"1581136","1"
"1581610","166"
"1584420",""
"1584482",""
"1587540",""
"1588294",""
"1592608","7"
"1593429","0"
"1595601",""
"1596454","2"
"1598231","9"
"1600039","4"
"1600102",""
"1602880",""
"1609899","29"
"1610582","4"
"1610682",""
"1616167",""
"1619418","3"
"1629075",""
"1631739",""
"1633062",""
"1633549","2"
"1642635",""
"1645785",""
"1647568",""
"1652127",""
"1662769","5"
"1666056",""
"1666415","8"
"1666533",""
"1667532",""
"1677594",""
"1679844",""
"1682831",""
"1683843","6"
"1684534","1"
"1687893","0"
"1688568","4"
"1689570",""
"1692346","1"
"1693296",""
"1695014","3"
"1695973",""
"1696663","1"
"1699231","5"
"1700189",""
"1706158",""
"1717547",""
"1720743","1"
"1726406",""
"1727329","7"
"1727919","20"
"1728376","27"
"1729051","7"
"1734145","2"
"1735572","1"
"1736036","2"
"1737199","1"
"1740277",""
"1741376","2"
"1741838","1"
"1743963",""
"1745743","18"
"1748398",""
"1749014",""
"1750716","1"
"1757618","1"
"1758077",""
"1761744","28"
"1772133",""
"1773235",""
"1776434","6"
"1778778","0"
"1780687","17"
"1782293",""
"1783137","22"
"1785726",""
"1787288","6"
"1789555",""
"1789709","2"
"1790965","1"
"1795970","3"
"1796203",""
"1799147","2"
"1799384",""
"1804654",""
"1809717",""
"1809843","3"
"1814053","0"
"1822457","4"
"1824796","0"
"1825186",""
"1826044","6"
"1837432","17"
"1840720","0"
"1848160",""
"1853124","2"
"1853357",""
"1859473",""
"1862541",""
"1864238",""
"1865020","11"
"1865569","0"
"1866460","1"
"1867355",""
"1869984","0"
"1875052","8"
"1879207",""
"1885979","3"
"1886119",""
"1886765",""
"1889643",""
"1891392","7"
"1892958",""
"1898072","4"
"1898439",""
"1899259",""
"1906977","3"
"1911382","7"
"1911697",""
"1917391","14"
"1918113","3"
"1924714",""
"1932200",""
"1940696","1"
"1943589",""
"1945881","1"
"1946216","5"
"1946535",""
"1947177","1"
"1949078",""
"1952875",""
"1953954","16"
"1954695",""
"1954971","4"
"1958188","2"
"1960179",""
"1967983",""
"1970660","10"
"1975793","3"
"1977022",""
"1986901",""
"1990366",""
"1993267","1"
"1994071","3"
"1994112","2"
"1994117",""
"1994182","1"
"1994882","3"
"1996122","103"
"1996344","5"
"1999930",""
"2000431","1"
"2002773","1"
"2002929",""
"2005140","1"
"2011073","3"
"2011862",""
"2012289","2"
"2012430",""
"2016883",""
"2017881",""
"2017904",""
"2019279","6"
"2019780","1"
"2029432",""
"2030044",""
"2033814",""
"2039163","2"
"2043015",""
"2048098","12"
"2053568","35"
"2055258","1"
"2061969",""
"2063252",""
"2063433",""
"2064808",""
"2065218","1"
"2066107","10"
"2070658","0"
"2074397","0"
"2074918","1"
"2075469",""
"2076507","1"
"2077341",""
"2080976",""
"2082474",""
"2084407","1"
"2086288","1"
"2087182","1"
"2087920","0"
"2090080","0"
"2095227","0"
"2100699",""
"2102209",""
"2102836","3"
"2103621","2"
"2104936",""
"2105375","1"
"2108946",""
"2112274","1"
"2112436","1"
"2114888","2"
"2117341","2"
"2120028",""
"2121818",""
"2124165",""
"2124746",""
"2125724","1"
"2125781","1"
"2127028","2"
"2127759",""
"2130267","3"
"2131252","2"
"2132887","1"
"2134553",""
"2137357","15"
"2139569",""
"2141808","2"
"2141875",""
"2144429","3"
"2146383","27"
"2149980",""
"2150048",""
"2151087","4"
"2152835","1"
"2155180","1"
"2155509","0"
"2159355","2"
"2160158",""
"2161586",""
"2162502","6"
"2164425",""
"2172660",""
"2173663",""
"2175714","1"
"2175825","1"
"2176440",""
"2177568",""
"2177826","1"
"2182936","8"
"2187200","31"
"2191872",""
"2193181","1"
"2193362","2"
"2195252",""
"2195747","15"
"2199413","1"
"2203588",""
"2205366","1"
"2206607",""
"2209894","1"
"2210591",""
"2212060",""
"2214244","2"
"2219592",""
"2221191","6"
"2221787","2"
"2225047","3"
"2226831","1"
"2227097","1"
"2229337","1"
"2229827","2"
"2231249",""
"2235698",""
"2236363",""
"2237857",""
"2238128",""
"2241013","4"
"2244608",""
"2248858",""
"2254673","2"
"2255721",""
"2258257",""
"2258808",""
"2262724","1"
"2262852","1"
"2264193","1"
"2264669","1"
"2264833",""
"2270881","1"
"2277100",""
"2280375","17"
"2280916","1"
"2282123",""
"2282924","19"
"2284317","2"
"2285793","6"
"2285976","2"
"2287767",""
"2287903",""
"2287936",""
"2288074","1"
"2289225","0"
"2291176","3"
"2304712",""
"2304864",""
"2305353",""
"2305435","4"
"2306984","1"
"2308063","1"
"2310203","0"
"2311477",""
"2311492","3"
"2312051","3"
"2313573","10"
"2314405",""
"2315036",""
"2317051","1"
"2319956","5"
"2323471","4"
"2325345","1"
"2328265","1"
"2328819","1"
"2329204",""
"2330172",""
"2330431",""
"2330611",""
"2333196",""
"2335155","1"
"2335502",""
"2335705",""
"2336423",""
"2336633","3"
"2336678","38"
"2337242",""
"2337988",""
"2338641","19"
"2339106","1"
"2339735","16"
"2341486","1"
"2345570","1"
"2345773","4"
"2345984",""
"2346650",""
"2351315","23"
"2351791",""
"2353666","19"
"2354792",""
"2355979",""
"2356546",""
"2357750","2"
"2358244","5"
"2359272","3"
"2360325",""
"2363105","4"
"2364099","2"
"2366636","3"
"2368009",""
"2368356","1"
"2370163","1"
"2371886","1"
"2374331","2"
"2374687","1"
"2376962","1"
"2377881","16"
"2378513",""
"2382695","4"
"2388256","9"
"2388574",""
"2389064",""
"2390774","1"
"2392665","1"
"2395671","0"
"2401397","0"
"2402694","0"
"2407973","2"
"2410559","0"
"2412532","2"
"2414569",""
"2415585",""
"2416736","2"
"2416870","1"
"2418206",""
"2422220","2"
"2423616",""
"2431398",""
"2433602","0"
"2435283","8"
"2445665","2"
"2445952","1"
"2452488",""
"2452744","1"
"2453648",""
"2456123","1"
"2461337",""
"2466268",""
"2466401","14"
"2468956","1"
"2470298",""
"2471834",""
"2472977",""
"2474310",""
"2474596",""
"2475746","7"
"2486091",""
"2488864","5"
"2490334","58"
"2490707","1"
"2490810","2"
"2494450","4"
"2495283","1"
"2496398","1"
"2498009",""
"2509205","1"
"2509229",""
"2510716","3"
"2511126","1"
"2512428","1"
"2513268",""
"2513279",""
"2513734","2"
"2514753",""
"2520560","1"
"2520946",""
"2523026","1"
"2523543",""
"2523756",""
"2524182",""
"2526110","3"
"2526522","39"
"2530746",""
"2531658",""
"2531752","2"
"2532983","5"
"2533872",""
"2536271",""
"2536401","0"
"2539567","2"
"2540111",""
"2540165",""
"2540441",""
"2540611","0"
"2541230","5"
"2541742","4"
"2542084",""
"2547262","4"
"2547514","3"
"2548600",""
"2550589","2"
"2556015","2"
"2556533","3"
"2558970","5"
"2560022","5"
"2561472","2"
"2561517","3"
"2563676",""
"2564312","1"
"2564334","1"
"2565481","0"
"2565542",""
"2567738","2"
"2567893",""
"2568337","1"
"2568469","1"
"2571450","2"
"2572099","21"
"2573332","3"
"2580674","1"
"2582079","1"
"2585306",""
"2590004",""
"2591963",""
"2593807","19"
"2596348","3"
"2596375",""
"2597863",""
"2602840","2"
"2603071",""
"2603363","10"
"2604291","1"
"2606707","0"
"2608234",""
"2608743","3"
"2610677",""
"2615335","1"
"2615666",""
"2617013","1"
"2618908","2"
"2621703",""
"2624616","2"
"2625344","1"
"2626084",""
"2626792","2"
"2629889","1"
"2630011","0"
"2631269","50"
"2637896","16"
"2640564",""
"2642179","1"
"2642451","1"
"2648388","1"
"2648440","1"
"2650073",""
"2650189","1"
"2650632",""
"2651599","2"
"2652138","2"
"2652573","1"
"2654397","2"
"2661655",""
"2662591","3"
"2663379",""
"2664568",""
"2669147",""
"2670346",""
"2671220","1"
"2673476",""
"2674479","5"
"2676747",""
"2678193","1"
"2679061","1"
"2681201",""
"2686877",""
"2690253",""
"2695153","16"
"2696482",""
"2699338","1"
"2699847",""
"2701954","1"
"2703863",""
"2704104","1"
"2705940","0"
"2707850",""
"2709568","3"
"2710129",""
"2713482",""
"2715421","1"
"2716331","2"
"2716394","1"
"2718648","8"
"2718716","1"
"2724885","0"
"2726003",""
"2727043","5"
"2729468","1"
"2731907","1"
"2733055",""
"2739306","2"
"2741588","1"
"2743944",""
"2743973","1"
"2745058","2"
"2746932","3"
"2748685",""
"2749108",""
"2750008",""
"2751384","8"
"2754770","0"
"2758181",""
"2760911","4"
"2761529",""
"2762911","2"
"2763765",""
"2764327",""
"2766029","2"
"2766740","2"
"2767596",""
"2768017",""
"2768692","1"
"2769461","2"
"2771732","2"
"2771912","3"
"2774239",""
"2775512","0"
"2776038","1"
"2777278","3"
"2778323",""
"2778915",""
"2784513","4"
"2786571",""
"2792084","1"
"2792756","9"
"2795063",""
"2796996","1"
"2797133","3"
"2797590","1"
"2797692","10"
"2797942",""
"2798998",""
"2799495","7"
"2799503","4"
"2802298","2"
"2806703","1"
"2808092","1"
"2809855","7"
"2813571","1"
"2816436",""
"2818156",""
"2819591",""
"2821564","2"
"2825452","40"
"2831542",""
"2835727",""
"2841399","6"
"2842888","2"
"2844759",""
"2847259","1"
"2847629","1"
"2847995","1"
"2848907","4"
"2850158",""
"2851976","2"
"2852414","1"
"2853229",""
"2855326","2"
"2856530","1"
"2858873",""
"2859127","13"
"2859718",""
"2862612",""
"2864007",""
"2866547",""
"2879146","1"
"2879712","1"
"2883727","1"
"2885078",""
"2885530",""
"2886724","1"
"2887787",""
"2890114",""
"2890744",""
"2892720",""
"2893025",""
"2893395",""
"2893499",""
"2894466","9"
"2897860","5"
"2897878",""
"2898249",""
"2898685","11"
"2900819","2"
"2901008",""
"2910008","2"
"2910902","3"
"2917202","10"
"2918797",""
"2923594","2"
"2925763",""
"2926638","4"
"2926704","3"
"2927636",""
"2928752",""
"2929345",""
"2929996","25"
"2931157","0"
"2934326",""
"2934919","4"
"2936234",""
"2936747",""
"2940010",""
"2940030","1"
"2942030",""
"2944249",""
"2944275",""
"2945393","1"
"2950246","3"
"2950812",""
"2951917","44"
"2951938",""
"2956778","1"
"2957024","2"
"2958193",""
"2958602",""
"2958766",""
"2959384","4"
"2964887",""
"2965430",""
"2966252",""
"2966343",""
"2968062","1"
"2969481","25"
"2973149",""
"2973546",""
"2979491","4"
"2981555",""
"2985591",""
"2986317",""
"2986766",""
"2987831",""
"2987907","7"
"2990654","8"
"2992057",""
"2992603","1"
"2992674",""
"2993027","13"
"2994679",""
"2995360","6"
"2997613","1"
"2998999","5"
"2999509",""
"3004551",""
"3005632","1"
"3006164",""
"3006407","1"
"3006710","3"
"3007558","1"
"3012057","0"
"3016467","1"
"3017581","1"
"3022366","1"
"3023728","1"
"3024123","1"
"3027196",""
"3029060",""
"3032785","4"
"3034133",""
"3035517",""
"3036881","2"
"3037558","2"
"3038136","3"
"3038284",""
"3038716",""
"3040174","4"
"3040655","1"
"3043857",""
"3047393","1"
"3047688",""
"3048183","1"
"3048542","2"
"3050088",""
"3054141","2"
"3055385",""
"3056150","5"
"3058173",""
"3058290",""
"3061459",""
"3063316","1"
"3064167",""
"3064239","0"
"3065809","1"
"3066225",""
"3071572",""
"3074889","2"
"3075030",""
"3076771","3"
"3076993","10"
"3078487",""
"3079945",""
"3080585","5"
"3081709",""
"3083184","3"
"3083478",""
"3085760",""
"3085785",""
"3087095",""
"3087248",""
"3088857",""
"3090558",""
"3092190","7"
"3093606",""
"3097762",""
"3100161",""
"3101307","2"
"3106499",""
"3107143","1"
"3107540",""
"3108067","2"
"3113602",""
"3114147","2"
"3115559","423"
"3118684","2"
"3119393",""
"3119455",""
"3119567","0"
"3123202",""
"3124823",""
"3124867","0"
"3125890",""
"3126273",""
"3128923","2"
"3128980","3"
"3129100",""
"3129807","3"
"3130969","1"
"3131651",""
"3132073","1"
"3132501","2"
"3133029",""
"3138210",""
"3139212","2"
"3139922",""
"3140011","1"
"3140396",""
"3141074","1"
"3144283","3"
"3145453","14"
"3146396",""
"3147878","2"
"3148820","1"
"3150375","1"
"3153105","2"
"3153206","1"
"3154362",""
"3154599","1"
"3154998","2"
"3157465","1"
"3159227","1"
"3163903","1"
"3166792","5"
"3168369",""
"3170347","5"
"3170804","1"
"3170925",""
"3171759","1"
"3173079",""
"3173104","5"
"3173291","1"
"3174756","0"
"3175737","4"
"3176316",""
"3176536","1"
"3178123",""
"3178680",""
"3179049",""
"3181361",""
"3182500","2"
"3183049","1"
"3186056","1"
"3186332","3"
"3187738","3"
"3188495",""
"3189239","3"
"3189697",""
"3192490",""
"3195552","1"
"3196011","7"
"3196328",""
"3197321","7"
"3198005","3"
"3198104",""
"3198928","4"
"3201594","5"
"3204186",""
"3205349",""
"3207346",""
"3211105",""
"3211628",""
"3215780","2"
"3216399","0"
"3223215",""
"3224206","1"
"3224286","18"
"3224648","1"
"3224732","1"
"3227608","1"
"3227801",""
"3232086",""
"3234145",""
"3234391","1"
"3236596",""
"3236651","1"
"3240099",""
"3243194",""
"3243583",""
"3244640",""
"3245828","5"
"3249015",""
"3250789",""
"3251004",""
"3251237","1"
"3251723",""
"3252591","1"
"3253204",""
"3254512",""
"3254713","1"
"3255234","1"
"3255283",""
"3256881",""
"3259822","7"
"3261241",""
"3262094","2"
"3262557","5"
"3264490",""
"3267883",""
"3269617","3"
"3270134",""
"3273293",""
"3273409","4"
"3275199","1"
"3276685",""
"3277022","2"
"3280603","1"
"3282408","4"
"3283664","1"
"3284277",""
"3285507",""
"3290283","17"
"3291750",""
"3292830",""
"3293192",""
"3294640",""
"3294862",""
"3297125",""
"3299202","2"
"3302946","7"
"3305378",""
"3306902",""
"3309064",""
"3311158",""
"3315914","9"
"3316064","4"
"3316332",""
"3324026","1"
"3324257","1"
"3327423",""
"3328235","69"
"3330348",""
"3330467","1"
"3331195","2"
"3331431",""
"3331894","1"
"3332357",""
"3333856",""
"3336636","5"
"3337571","2"
"3337597",""
"3337672","1"
"3338128","4"
"3339894",""
"3340020",""
"3341642",""
"3342121","2"
"3343789",""
"3344170",""
"3346265","1"
"3351272","0"
"3354242","19"
"3355822","2"
"3356576",""
"3358149","1"
"3362207","24"
"3363339",""
"3363344",""
"3364427","5"
"3366795",""
"3368137",""
"3372268","3"
"3372729",""
"3376634","1"
"3383573","2"
"3384814","1"
"3385944","1"
"3391460","9"
"3391976",""
"3393314",""
"3393986",""
"3395008",""
"3396515","2"
"3397215",""
"3397563","2"
"3407084",""
"3408927","4"
"3411383",""
"3411818","1"
"3412203","1"
"3415029",""
"3415418","1"
"3420738","2"
"3422759","56"
"3423542","1"
"3427460",""
"3430016","2"
"3432911","1"
"3436710",""
"3437057","1"
"3437464","3"
"3441282",""
"3442575",""
"3442781","3"
"3443645","1"
"3443677","1"
"3447590",""
"3451874",""
"3452659","2"
"3453387",""
"3454523","1"
"3455472","1"
"3456922",""
"3460971","1"
"3461661",""
"3462473","1"
"3466776","1"
"3466966",""
"3467544","1"
"3470415","1"
"3471020",""
"3471093",""
"3472956",""
"3475299","1"
"3476131",""
"3477228",""
"3479603",""
"3479728","3"
"3481720","1"
"3482725","2"
"3483480","1"
"3484171","4"
"3484578",""
"3484896","2"
"3486740",""
"3489966","2"
"3495739","5"
"3496807",""
"3498904",""
"3499173","9"
"3500724",""
"3500917","2"
"3503010",""
"3504955","7"
"3507543","1"
"3507830","2"
"3508155","3"
"3508164",""
"3513963",""
"3515284","5"
"3516241","1"
"3517350","10"
"3517639",""
"3527859","4"
"3529446","2"
"3530583","2"
"3530910","1"
"3532375",""
"3533665",""
"3534019",""
"3535348","2"
"3535951",""
"3536906",""
"3538242",""
"3538353","1"
"3538580",""
"3538696",""
"3539335",""
"3539882",""
"3540615",""
"3541190",""
"3541763",""
"3550102",""
"3551643","2"
"3552464",""
"3555222","1"
"3557572","2"
"3557725","2"
"3557803",""
"3559437","11"
"3560026",""
"3561697","1"
"3565378","1"
"3567012",""
"3569589",""
"3570655",""
"3570791","1"
"3570923",""
"3574965","1"
"3575990",""
"3576201","1"
"3577564",""
"3578192","1"
"3580219",""
"3580220","4"
"3583265","2"
"3584073","1"
"3588484",""
"3589709",""
"3590193","3"
"3590811","1"
"3591220",""
"3591317","2"
"3591473",""
"3592763","4"
"3593581",""
"3595835","1"
"3596328","1"
"3596695",""
"3596709",""
"3599222",""
"3599442",""
"3600527","2"
"3601963","1"
"3602062",""
"3603518","1"
"3605629","6"
"3607682","1"
"3607787","1"
"3610044",""
"3612189",""
"3615408",""
"3623157",""
"3623236","11"
"3623469","1"
"3623756",""
"3624648","3"
"3632118",""
"3636286","4"
"3636478","2"
"3640371","1"
"3640561","1"
"3642192","2"
"3642313","1"
"3644138","5"
"3644367",""
"3644446",""
"3646011",""
"3651561",""
"3654559","1"
"3655008",""
"3657186",""
"3657639","1"
"3659395","1"
"3664519",""
"3665131",""
"3665247","26"
"3665766",""
"3666676","1"
"3668369","0"
"3669905",""
"3670029","1"
"3673332",""
"3673574","1"
"3674980",""
"3675917","3"
"3676968","0"
"3678238","2"
"3678750",""
"3682480",""
"3684239","3"
"3687126","1"
"3687940","7"
"3689468",""
"3690269","4"
"3690381","1"
"3690396",""
"3691070",""
"3691587","3"
"3692526","2"
"3692734",""
"3693965",""
"3695249",""
"3695702","2"
"3699751",""
"3703279",""
"3703449","10"
"3703621","1"
"3705092","1"
"3705399",""
"3708246","10"
"3709277",""
"3709744","4"
"3710511","17"
"3715323","3"
"3716691","8"
"3720599",""
"3720773","3"
"3724900","3"
"3725179",""
"3725873","1"
"3728642","2"
"3730897",""
"3731171",""
"3731211","3"
"3739581","1"
"3740443","4"
"3740703","2"
"3741001",""
"3741254",""
"3746135","1"
"3748043","2"
"3748151","0"
"3749899","3"
"3756939","0"
"3757474",""
"3758938",""
"3759559",""
"3760663","1"
"3763728","2"
"3768632","1"
"3768893","12"
"3769089",""
"3769469",""
"3769838",""
"3772647","1"
"3772671",""
"3773440",""
"3773714","1"
"3773944","2"
"3774556",""
"3775843",""
"3782073",""
"3783554","1"
"3784786",""
"3787026",""
"3787346","7"
"3787873",""
"3791283",""
"3792453",""
"3794679","2"
"3795993","10"
"3798149",""
"3801973",""
"3802535","1"
"3806016","4"
"3806414",""
"3807884",""
"3808493",""
"3810223","2"
"3811197",""
"3811708","3"
"3812094",""
"3812849","8"
"3814027",""
"3814770","3"
"3815656","13"
"3816842","4"
"3817303",""
"3817449",""
"3818046",""
"3818120","2"
"3819839",""
"3820977","7"
"3821188","16"
"3824224",""
"3824878",""
"3826360",""
"3829619",""
"3830508","1"
"3831509",""
"3834688","1"
"3837789","8"
"3837828","3"
"3839776","2"
"3842341",""
"3843348",""
"3843967","2"
"3844062","0"
"3844404","3"
"3846166",""
"3847138","1"
"3847383",""
"3847631",""
"3847658","1"
"3848997",""
"3849852",""
"3852190","1"
"3854692","14"
"3858236",""
"3859623",""
"3862802",""
"3867646","2"
"3868516",""
"3871012",""
"3872676","1"
"3873128","0"
"3874744",""
"3876114","1"
"3881491","1"
"3883875","1"
"3883990",""
"3885085","6"
"3886742",""
"3887158","1"
"3888065","2"
"3891345",""
"3892446",""
"3894304",""
"3895826","1"
"3896287","1"
"3897680",""
"3898755",""
"3898867",""
"3900061",""
"3900152","1"
"3900901",""
"3902667",""
"3903973",""
"3904621",""
"3905887",""
"3907483","2"
"3907826",""
"3911120",""
"3918512",""
"3919765","4"
"3928060","1"
"3928630",""
"3934403",""
"3934735","2"
"3936242",""
"3937456","1"
"3937980",""
"3938184","3"
"3942813",""
"3944624","2"
"3947947","1"
"3948975","5"
"3949557",""
"3951089","4"
"3951133",""
"3951366",""
"3963056",""
"3964077","3"
"3964766","1"
"3970144",""
