id,favorite
"1747374",""
"1748500","2"
"1751364","1"
"1756188","11"
"1757858",""
"1762103","1"
"1764815",""
"1774761","1"
"1776236","0"
"1777153",""
"1779512","1"
"1781948",""
"1782910","3"
"1785260","3"
"1786140","1"
"1786971","3"
"1789434",""
"1795060",""
"1795492",""
"1797986","2"
"1800013","5"
"1801579","0"
"1802801","3"
"1807042",""
"1808305","1"
"1809500",""
"1812510","4"
"1813090","2"
"1813393","4"
"1822529",""
"1823642","6"
"1825000","4"
"1829609","1"
"1829727","1"
"1832937","2"
"1834396","4"
"1834522","4"
"1837415",""
"1842186","11"
"1842365","2"
"1847410",""
"1848142","0"
"1848508",""
"1849576",""
"1850014",""
"1853864",""
"1854191","2"
"1855394",""
"1855661",""
"1857098","4"
"1857685","8"
"1858947","3"
"1859441",""
"1862036","3"
"1868246","2"
"1870047","0"
"1870154","1"
"1870211",""
"1870415",""
"1870573",""
"1872150","1"
"1879052",""
"1880267",""
"1881122","3"
"1883655","11"
"1884959",""
"1887365","3"
"1888352",""
"1893405",""
"1899724",""
"1901765","1"
"1902037",""
"1903049","1"
"1903194",""
"1904231","1"
"1904546",""
"1905058",""
"1905246","5"
"1905693",""
"1906027",""
"1906691","1"
"1907981",""
"1909084","5"
"1909932",""
"1912293",""
"1913884",""
"1915134",""
"1915797",""
"1917597","1"
"1922313","2"
"1924305","3"
"1924464","3"
"1926991",""
"1927676","3"
"1928419",""
"1928990","1"
"1930357","2"
"1930675","1"
"1932576","1"
"1934908",""
"1937243",""
"1938446",""
"1939073",""
"1942442","1"
"1943881",""
"1945536","8"
"1946720",""
"1947446",""
"1951377",""
"1951432",""
"1954911",""
"1956807",""
"1956846",""
"1958744",""
"1961132",""
"1962436","1"
"1963078",""
"1964929","2"
"1970150",""
"1973748",""
"1974233",""
"1975392","0"
"1980708","0"
"1986965","2"
"1990853",""
"1993629",""
"1998168",""
"1998684",""
"2000622","4"
"2005054","8"
"2006473",""
"2010981",""
"2011363","1"
"2012136",""
"2012645","3"
"2013536","1"
"2020261","1"
"2020523",""
"2021571","5"
"2022033",""
"2030926","1"
"2032379",""
"2033541","4"
"2033809","1"
"2034061",""
"2035803","1"
"2036818",""
"2037072","2"
"2039364","5"
"2042601","2"
"2043535",""
"2047727",""
"2049451",""
"2050110",""
"2050498",""
"2050652",""
"2053928",""
"2055083","1"
"2057227","8"
"2061804","1"
"2065045","3"
"2066231","1"
"2066468","1"
"2066489","15"
"2066954",""
"2067092",""
"2071338","6"
"2072977",""
"2074282",""
"2074676",""
"2075406",""
"2076194","1"
"2076653",""
"2076683","0"
"2077712","1"
"2079081","1"
"2079719",""
"2085560","3"
"2086730",""
"2087769",""
"2090768",""
"2092747",""
"2093537","1"
"2093983","1"
"2094596",""
"2095419","3"
"2099200",""
"2100356","17"
"2103632",""
"2104520",""
"2111030",""
"2112186",""
"2114861","1"
"2122465","17"
"2123251",""
"2124468","16"
"2124798",""
"2130043",""
"2130123","1"
"2133594",""
"2137691",""
"2137949","2"
"2138129","0"
"2138429","142"
"2139190","7"
"2139277","1"
"2140085","3"
"2142638",""
"2147086","1"
"2149619","1"
"2150621",""
"2150703","15"
"2150882","70"
"2150912","15"
"2151222","1"
"2152718","1"
"2152985",""
"2153790","0"
"2156116",""
"2156279",""
"2157877",""
"2160515","5"
"2161246","1"
"2162932",""
"2163584","1"
"2165114",""
"2165116",""
"2165525","1"
"2166098",""
"2170508","1"
"2173052",""
"2174464",""
"2179836",""
"2183433",""
"2184163","1"
"2186130","2"
"2187322",""
"2194731",""
"2196054","3"
"2197689",""
"2199775",""
"2200174",""
"2200788","8"
"2201238","21"
"2201631","5"
"2203320","23"
"2203881",""
"2204941","0"
"2205282","19"
"2208810",""
"2209264",""
"2220583","2"
"2222383","7"
"2223282",""
"2228407","1"
"2230912","11"
"2231127",""
"2231642",""
"2231681","1"
"2234272",""
"2240216","2"
"2241063","89"
"2242193",""
"2244169","1"
"2245913",""
"2247697","2"
"2253257","1"
"2253401",""
"2254147",""
"2256408","4"
"2266721","12"
"2266797","8"
"2270614","1"
"2271827",""
"2271875","2"
"2272482","0"
"2273496","2"
"2273921","1"
"2274596","4"
"2274836","3"
"2276492","2"
"2281940",""
"2284206","3"
"2287273",""
"2292284","3"
"2294642",""
"2296988","1"
"2298495",""
"2298620","1"
"2299337","1"
"2305250",""
"2311196","0"
"2311950","2"
"2312117",""
"2314795",""
"2315646",""
"2318028","0"
"2319765","1"
"2322366","16"
"2326131",""
"2328741",""
"2329499","3"
"2329609","6"
"2329815",""
"2331842","1"
"2333858","1"
"2334024",""
"2339744","1"
"2342816","1"
"2343831",""
"2347230",""
"2347382",""
"2351327",""
"2354989",""
"2356262","1"
"2359755","1"
"2360842",""
"2361442","0"
"2361474","3"
"2363225",""
"2369373","3"
"2373904","4"
"2375307","0"
"2377062",""
"2378060","0"
"2380531","1"
"2381737",""
"2382358",""
"2388968",""
"2389561",""
"2389910",""
"2390224",""
"2390911",""
"2393114","4"
"2393604","1"
"2393789",""
"2394721","2"
"2398946",""
"2399125",""
"2400213",""
"2401516","1"
"2402970","3"
"2403730",""
"2404228","3"
"2404808",""
"2413482",""
"2417734","3"
"2420122","11"
"2424300","3"
"2424498",""
"2426937","1"
"2427714","2"
"2430210","1"
"2431991",""
"2435695","10"
"2435922",""
"2437469","28"
"2437484","2"
"2441607",""
"2442518",""
"2442736",""
"2443522",""
"2444057",""
"2444351",""
"2447735",""
"2449263","3"
"2450604",""
"2450918",""
"2451120",""
"2458087",""
"2459533",""
"2459811","3"
"2461637",""
"2463241",""
"2463251","2"
"2463540",""
"2464265",""
"2464343",""
"2468606","1"
"2468979",""
"2469494",""
"2475861","10"
"2476086",""
"2476092",""
"2476360","22"
"2478106","0"
"2482815",""
"2486842","1"
"2492903","1"
"2493637","1"
"2494207",""
"2495962",""
"2498136",""
"2501087",""
"2501885","3"
"2502558",""
"2503433","17"
"2509854","8"
"2509916","2"
"2511009","1"
"2513181",""
"2514948",""
"2517072","1"
"2517128","0"
"2520493","3"
"2522754",""
"2524093","2"
"2525077",""
"2525770","1"
"2526942",""
"2530621","1"
"2530818",""
"2531015",""
"2532534",""
"2532968",""
"2533015","3"
"2534526",""
"2536007",""
"2536105",""
"2540449","1"
"2541033",""
"2541971","1"
"2544660","2"
"2544745",""
"2545580","1"
"2546316","2"
"2548426","3"
"2551803","1"
"2552562",""
"2554403","2"
"2557565","1"
"2559337",""
"2559607",""
"2561287",""
"2562783","1"
"2563584","4"
"2565545",""
"2566918","1"
"2571620","5"
"2573428",""
"2575663","1"
"2576649",""
"2577103","0"
"2578756","17"
"2579167",""
"2581532","1"
"2584630","1"
"2587645","16"
"2593930",""
"2594956","2"
"2595826",""
"2595918",""
"2595992","6"
"2596812","0"
"2597118","2"
"2599990","2"
"2600326",""
"2600936","1"
"2601851",""
"2602989",""
"2603959",""
"2604742",""
"2604845",""
"2608194","6"
"2610377","8"
"2614565",""
"2616843","1"
"2621436",""
"2628970","1"
"2634531",""
"2636317","1"
"2639626","2"
"2640496",""
"2640601","0"
"2641201","1"
"2641768","3"
"2642038","2"
"2642327",""
"2642808","2"
"2645267",""
"2646136",""
"2652483","1"
"2652500","1"
"2655072",""
"2659214","32"
"2667514",""
"2668436",""
"2669231","2"
"2672903",""
"2674182","5"
"2674364","3"
"2674637",""
"2675133","59"
"2675486",""
"2676732",""
"2676983",""
"2677008",""
"2681580","10"
"2682476","1"
"2683404",""
"2683867","1"
"2684546",""
"2685977","2"
"2687196","4"
"2689710","3"
"2690082","3"
"2690720",""
"2693769","6"
"2697248",""
"2698911","0"
"2700628",""
"2702496","1"
"2705376",""
"2706722","1"
"2706961",""
"2708389",""
"2714155","2"
"2714413",""
"2719336",""
"2720879",""
"2721095",""
"2721382",""
"2722335","2"
"2724867",""
"2725432","3"
"2725497",""
"2725719",""
"2730406","1"
"2733701","1"
"2735811","3"
"2738493",""
"2739981",""
"2741917","3"
"2743054",""
"2746186",""
"2746906",""
"2748115","1"
"2748593",""
"2749769","4"
"2755116","2"
"2757689",""
"2757937",""
"2758048",""
"2760166","1"
"2761617",""
"2765867",""
"2768281","1"
"2768670",""
"2773066",""
"2777833","1"
"2779987","1"
"2784224",""
"2789360","1"
"2795723","2"
"2795748",""
"2796422","2"
"2802183","1"
"2803333","2"
"2804037",""
"2805095","1"
"2806729","2"
"2806842","7"
"2812003","3"
"2813871","2"
"2815667",""
"2818168",""
"2819679",""
"2820739",""
"2821996","4"
"2822521",""
"2822608","4"
"2826977","1"
"2833221",""
"2833965",""
"2836820","1"
"2837302",""
"2841350","2"
"2844630",""
"2849895",""
"2850105","2"
"2850409","1"
"2850824","1"
"2851002",""
"2851524",""
"2851570",""
"2852387",""
"2856106","1"
"2856576",""
"2858739",""
"2861132",""
"2864415","1"
"2866331","1"
"2868156","1"
"2868419",""
"2870211",""
"2871273",""
"2874332",""
"2876039",""
"2876200",""
"2881422","5"
"2881625",""
"2882249",""
"2896888","13"
"2897128","1"
"2897414",""
"2897921","2"
"2898807",""
"2899323",""
"2900182",""
"2901105",""
"2901248","6"
"2901508",""
"2902834","1"
"2905970",""
"2908781",""
"2909899","3"
"2912240","1"
"2913636",""
"2913902","1"
"2915036","1"
"2919228","6"
"2921387","1"
"2921406","8"
"2928172",""
"2928187","2"
"2928196",""
"2930014",""
"2931117",""
"2932787","1"
"2937734","2"
"2942240","1"
"2944194",""
"2947706",""
"2951388",""
"2951541","2"
"2953088","1"
"2953509",""
"2954292",""
"2957522","21"
"2958351","1"
"2961153","1"
"2964342",""
"2966126","0"
"2966255","2"
"2967804","4"
"2968336","2"
"2968627",""
"2972351","1"
"2975472","1"
"2979482",""
"2979751",""
"2983030","4"
"2983702","0"
"2986527",""
"2986626","2"
"2988337","1"
"2989126","0"
"2989703",""
"2990556",""
"2991633","2"
"2992682",""
"2992761",""
"2993135","0"
"2994235","1"
"2994257",""
"2995895",""
"2998961",""
"3004269",""
"3007337","5"
"3010150","2"
"3011621","3"
"3012667",""
"3013368","1"
"3013884","1"
"3014008",""
"3016054",""
"3016223","2"
"3019463",""
"3020217","1"
"3021024","1"
"3022529","1"
"3023270",""
"3024384",""
"3025263","3"
"3025489","2"
"3026239","0"
"3026633","1"
"3028583","3"
"3030968",""
"3032873","8"
"3033497","1"
"3035885","3"
"3035969",""
"3035974",""
"3041322","3"
"3042348","3"
"3043258","2"
"3043461","2"
"3043936",""
"3044674",""
"3051401",""
"3054173",""
"3056470","0"
"3057458",""
"3057937","2"
"3058169",""
"3061225",""
"3062838",""
"3062897","3"
"3063116","3"
"3063773",""
"3064002",""
"3064133","1"
"3064998",""
"3065369","1"
"3067679",""
"3077069",""
"3077298",""
"3079442",""
"3082467","2"
"3084440",""
"3086427",""
"3087749",""
"3088684",""
"3088955",""
"3091366",""
"3095598",""
"3096081",""
"3102693","6"
"3103808","1"
"3104282",""
"3112874",""
"3113374",""
"3114853","1"
"3118439",""
"3118661","2"
"3122674",""
"3122905",""
"3125248","1"
"3127791",""
"3128205","22"
"3132878","7"
"3134905",""
"3136654",""
"3139808","1"
"3141042",""
"3141077",""
"3142001",""
"3142029",""
"3142279","1"
"3142755","3"
"3143354",""
"3145044","1"
"3146949",""
"3148775","1"
"3150524","1"
"3151867",""
"3152698","1"
"3153114","5"
"3155242","1"
"3155395",""
"3156151","0"
"3157248",""
"3157472",""
"3160108",""
"3169829",""
"3170623",""
"3171541",""
"3176769",""
"3179021","3"
"3179304","1"
"3179538",""
"3179883",""
"3186199",""
"3187137",""
"3188699",""
"3190205",""
"3191477",""
"3193374","1"
"3194040","1"
"3196297","3"
"3196600","0"
"3198105","2"
"3199968",""
"3200088","6"
"3201522","1"
"3201736",""
"3202011",""
"3206526","1"
"3206622","3"
"3206660","3"
"3209428",""
"3210795","5"
"3211988","1"
"3215228","1"
"3217091",""
"3217701","2"
"3218225","23"
"3221588","1"
"3222345",""
"3222882","5"
"3223852",""
"3224117","1"
"3225168","1"
"3226813","1"
"3226886","2"
"3228382",""
"3228617","1"
"3230297",""
"3230334","1"
"3231940",""
"3234390",""
"3236087","0"
"3236344",""
"3238879","2"
"3240026","1"
"3240222","4"
"3241399",""
"3241414","1"
"3241550",""
"3242335","8"
"3244121",""
"3248284","1"
"3249100","3"
"3249442",""
"3251910",""
"3253325",""
"3253899",""
"3255952","1"
"3256425","3"
"3256836","1"
"3257769","1"
"3259153","3"
"3259551",""
"3259742",""
"3260319","4"
"3261201","1"
"3261332",""
"3263916",""
"3264747","7"
"3265351",""
"3266045","0"
"3268180",""
"3268919",""
"3270800","2"
"3273672",""
"3275147",""
"3277256","3"
"3278495",""
"3278932","0"
"3280037","1"
"3283701",""
"3289087",""
"3290536","2"
"3290892",""
"3293116",""
"3293313","1"
"3294165",""
"3294594","3"
"3295119","2"
"3298054","3"
"3298960",""
"3301998","1"
"3302542","1"
"3303470","3"
"3305711","1"
"3305760",""
"3306020","1"
"3307024",""
"3307064","2"
"3307709",""
"3308781","1"
"3310673","3"
"3311746","2"
"3312252",""
"3312359","1"
"3315866",""
"3317000","1"
"3317675",""
"3319658","2"
"3320409",""
"3320834",""
"3321621","1"
"3322166","3"
"3334941",""
"3336547",""
"3337483",""
"3342152",""
"3346244",""
"3347441","2"
"3349702",""
"3351285","4"
"3352480",""
"3353758","3"
"3353842",""
"3354284","3"
"3355625",""
"3359762","1"
"3363943","1"
"3364921",""
"3365321",""
"3365941","2"
"3367216","1"
"3368254","1"
"3369515",""
"3370608","1"
"3371421","2"
"3376515","2"
"3377322",""
"3379481",""
"3382107","1"
"3384059",""
"3385593","8"
"3385671",""
"3385793","1"
"3386216",""
"3390105","2"
"3393043","1"
"3393797",""
"3396134","1"
"3399978",""
"3400675",""
"3404421","67"
"3404647","1"
"3405016",""
"3411825",""
"3412593","1"
"3413663",""
"3418642","1"
"3421014",""
"3421809",""
"3424415",""
"3425908","0"
"3428556","1"
"3432252",""
"3433252","14"
"3433888",""
"3437593",""
"3438855",""
"3444079","1"
"3444121",""
"3444154",""
"3445310","1"
"3447337",""
"3447869",""
"3449812",""
"3451704","5"
"3452033",""
"3452077","2"
"3452406",""
"3454036","2"
"3458733","1"
"3460070","2"
"3467097","2"
"3468636",""
"3472178",""
"3474355","1"
"3476771","1"
