id,favorite
"2480501",""
"2481862","50"
"2482872","1"
"2488089","1"
"2490983",""
"2490996","1"
"2491966","1"
"2495472",""
"2496178","1"
"2496989","1"
"2497501","1"
"2499579",""
"2501012","1"
"2501349",""
"2501729","2"
"2502927",""
"2504643","2"
"2505149",""
"2508155",""
"2508980","1"
"2510626","2"
"2515834",""
"2517735",""
"2519420",""
"2520050",""
"2520667",""
"2527729","1"
"2528622",""
"2532196",""
"2535138",""
"2536098",""
"2540332",""
"2540794","2"
"2541846",""
"2541850",""
"2541934","1"
"2556091",""
"2557393","1"
"2559856",""
"2563238",""
"2567427",""
"2567890",""
"2573354","2"
"2574341",""
"2576754",""
"2577055",""
"2579103","7"
"2580473","3"
"2586130","1"
"2587838","0"
"2593158","1"
"2600002",""
"2601059",""
"2605149",""
"2608383","6"
"2608541","3"
"2611895","3"
"2612622",""
"2615554","5"
"2616867",""
"2617322",""
"2620226",""
"2621007",""
"2622555",""
"2629256","0"
"2631080",""
"2635161",""
"2637494",""
"2638555",""
"2639536","1"
"2642046","7"
"2642494",""
"2642507","1"
"2643462","8"
"2644493","1"
"2649672","1"
"2649949",""
"2652233","1"
"2653180","1"
"2654385",""
"2654712","3"
"2659223","3"
"2661236","1"
"2663880","1"
"2665709",""
"2665731","0"
"2669363",""
"2669375",""
"2670172","2"
"2670421","1"
"2671773",""
"2671840","4"
"2681292",""
"2681401","7"
"2683954",""
"2684396","1"
"2689629","8"
"2691160","3"
"2692371","2"
"2692845",""
"2694697",""
"2698297",""
"2699056","1"
"2705041",""
"2707366",""
"2707967","9"
"2708475","1"
"2712416","0"
"2715499",""
"2717304",""
"2717403",""
"2721882",""
"2733947","1"
"2734272","3"
"2737685","5"
"2743351",""
"2746939",""
"2757234","1"
"2757442","1"
"2757488",""
"2758869","3"
"2761343",""
"2761571","1"
"2766246",""
"2773535","4"
"2773660","2"
"2779017",""
"2779521","1"
"2780198","5"
"2781067","1"
"2783094","1"
"2785024","5"
"2785061",""
"2785448","1"
"2791874","1"
"2792591",""
"2797607","1"
"2798745","3"
"2800398","2"
"2802148","2"
"2802605",""
"2802780",""
"2803498","4"
"2803732","1"
"2806682",""
"2807125",""
"2814836","0"
"2815523","1"
"2819890","0"
"2821646",""
"2825371",""
"2826197",""
"2831630",""
"2833018","0"
"2834455","5"
"2836700","0"
"2838754",""
"2842763",""
"2843648","1"
"2845684",""
"2848609",""
"2849409",""
"2852530","2"
"2854364",""
"2856248","1"
"2856466",""
"2860469",""
"2860943","97"
"2863393",""
"2869371",""
"2874374","1"
"2875302","1"
"2875464","2"
"2877262","24"
"2880359","1"
"2884252",""
"2890170","5"
"2893419","1"
"2893567","2"
"2894926",""
"2895471","5"
"2897363",""
"2897587","3"
"2900941",""
"2902205","1"
"2907699",""
"2908320",""
"2910166",""
"2914706","1"
"2915843","1"
"2918830",""
"2919968","0"
"2923428",""
"2925840","1"
"2926485",""
"2927291","3"
"2927952","17"
"2935229","1"
"2935387",""
"2936069",""
"2937387","1"
"2938175","2"
"2938885","2"
"2942643",""
"2946736",""
"2949464",""
"2949820","4"
"2953787",""
"2955087","1"
"2958489",""
"2959805",""
"2961422",""
"2961555",""
"2968039",""
"2968891","1"
"2971914","10"
"2972713","8"
"2977095",""
"2977654",""
"2979994","1"
"2981132","1"
"2981762",""
"2982646",""
"2985230",""
"2994272","1"
"2995363",""
"2997829","1"
"2998914",""
"2999937",""
"3005538",""
"3009555","1"
"3010133",""
"3012650",""
"3013294",""
"3014890",""
"3018438","1"
"3020234","0"
"3021200","30"
"3021970","12"
"3023560",""
"3024933",""
"3027273","8"
"3028380","9"
"3028900",""
"3029717",""
"3030758",""
"3036141",""
"3036508","1"
"3040405",""
"3043794","1"
"3047207",""
"3049416",""
"3049485",""
"3056376",""
"3057296",""
"3062609",""
"3063351","2"
"3067928",""
"3068085",""
"3068916","1"
"3072030",""
"3073477","3"
"3077790",""
"3080332","1"
"3084247",""
"3084481","3"
"3086225",""
"3087483","2"
"3087548","21"
"3087680",""
"3101360","1"
"3106564","3"
"3109034",""
"3109732",""
"3112941",""
"3112972","5"
"3115524",""
"3116806","1"
"3120704","1"
"3125410","5"
"3126255",""
"3128985","41"
"3130364",""
"3132130","1"
"3133496",""
"3135524","10"
"3135626","1"
"3136229",""
"3139718","0"
"3142230",""
"3142722","5"
"3142935",""
"3145619","2"
"3145936",""
"3150069",""
"3150847",""
"3150930","1"
"3152505",""
"3156870",""
"3159417","3"
"3160583","1"
"3161490",""
"3162825","1"
"3164978","13"
"3167113","1"
"3170310","1"
"3172078",""
"3173298",""
"3177122",""
"3177280",""
"3177431",""
"3178109",""
"3178779","0"
"3183860","1"
"3183868","1"
"3185141","1"
"3188182",""
"3191690","1"
"3196846","3"
"3199577","0"
"3199883",""
"3200292","22"
"3200617",""
"3203264",""
"3203957","0"
"3204456","3"
"3207054",""
"3207195",""
"3208627",""
"3208905","9"
"3209602",""
"3211935","1"
"3218786","2"
"3221810",""
"3224705",""
"3226057","1"
"3226374",""
"3233770","4"
"3236224","0"
"3237333","2"
"3237399",""
"3239648",""
"3240084","1"
"3241461","2"
"3248925","1"
"3254729","1"
"3266524","1"
"3269415",""
"3271912","2"
"3272629",""
"3273734",""
"3274566","1"
"3283145",""
"3284787",""
"3286929","1"
"3289445","1"
"3291295",""
"3291994",""
"3292160","3"
"3292449",""
"3294844",""
"3296649","1"
"3297311",""
"3299003","5"
"3301174",""
"3302408",""
"3305614",""
"3312304",""
"3315598","1"
"3316356","2"
"3320770",""
"3321331",""
"3324650",""
"3325426","1"
"3326531",""
"3327551",""
"3327974","2"
"3328930","7"
"3329282",""
"3333805",""
"3334242","1"
"3335487",""
"3337050","7"
"3340436",""
"3345178",""
"3345317",""
"3346838",""
"3348248","1"
"3348899",""
"3349115","0"
"3349274","2"
"3351127","3"
"3353930","2"
"3355440",""
"3357809",""
"3358485",""
"3360799","1"
"3361097","1"
"3361129",""
"3362064",""
"3364797",""
"3365287","1"
"3365308",""
"3365467",""
"3367652",""
"3368447","3"
"3369955",""
"3373504",""
"3374615","0"
"3377092",""
"3378429",""
"3379636",""
"3380961",""
"3381457","1"
"3382311","1"
"3384168",""
"3387784","2"
"3393126",""
"3393356",""
"3398987",""
"3399583","3"
"3402782","2"
"3405639",""
"3406344",""
"3406347",""
"3407503","2"
"3410526","3"
"3413297","11"
"3416080","1"
"3417924",""
"3421154","1"
"3421309","0"
"3423226","0"
"3426604","0"
"3427966",""
"3431906","4"
"3431950","5"
"3431985",""
"3432548","4"
"3432577",""
"3433305",""
"3434974","1"
"3435824","2"
"3436672","2"
"3437499",""
"3439753",""
"3440346",""
"3441632",""
"3441642","0"
"3446459","1"
"3447255",""
"3448115",""
"3450284",""
"3451211","0"
"3451314",""
"3453798",""
"3453957",""
"3463743",""
"3464113","4"
"3470227","1"
"3470526","5"
"3470743","1"
"3473651",""
"3475208","0"
"3484616",""
"3488923","1"
"3490615",""
"3492138",""
"3496195",""
"3498945","5"
"3501454",""
"3502075",""
"3503006","1"
"3505346",""
"3505453","2"
"3508137",""
"3511611",""
"3512204",""
"3515432","1"
"3516440","1"
"3516931","1"
"3526155",""
"3529077",""
"3531377","5"
"3531506","7"
"3531706","2"
"3533832","3"
"3536846",""
"3537079",""
"3540486",""
"3541729",""
"3542026","11"
"3543139",""
"3543791",""
"3547894",""
"3549633","1"
"3553685",""
"3554414",""
"3555682",""
"3556208",""
"3558291","11"
"3565912","2"
"3566487","1"
"3566598",""
"3568012","3"
"3576894","4"
"3578053","2"
"3581592","2"
"3581677","1"
"3586480",""
"3587444","1"
"3589303","2"
"3589860","1"
"3591768",""
"3592049",""
"3597412",""
"3598044","4"
"3600414",""
"3601443","2"
"3603740","6"
"3604694","2"
"3609764",""
"3613023","2"
"3615595",""
"3617293","4"
"3618712","4"
"3627378",""
"3630056",""
"3637651",""
"3640256","1"
"3641297",""
"3642772","6"
"3645322","3"
"3647031","5"
"3652284","1"
"3652843",""
"3654283",""
"3656067",""
"3657056",""
"3657705",""
"3657765","6"
"3658601",""
"3660154","2"
"3661231",""
"3663389","2"
"3665432","1"
"3670453","1"
"3671861","5"
"3674584",""
"3676891",""
"3677153","1"
"3678069",""
"3679442",""
"3680914","4"
"3685316","1"
"3691116",""
"3691282",""
"3691287",""
"3692969",""
"3694038",""
"3699504",""
"3702886","2"
"3704056",""
"3711754","14"
"3712867",""
"3714819",""
"3716972","2"
"3717540","1"
"3719135",""
"3719570",""
"3719691","5"
"3721565","1"
"3723451",""
"3727686","1"
"3732415",""
"3733201",""
"3734333",""
"3734613","7"
"3736726",""
"3736933","0"
"3737446",""
"3738699",""
"3738874","1"
"3742566",""
"3743566",""
"3744628",""
"3745534","1"
"3746470","2"
"3747061",""
"3747731","2"
"3755458",""
"3756328",""
"3757432",""
"3758040",""
"3758819",""
"3760593","16"
"3761411","1"
"3765046",""
"3766004",""
"3767047",""
"3770496",""
"3771812","1"
"3775967",""
"3776150",""
"3778453","1"
"3779839",""
"3780771",""
"3783984",""
"3788841","2"
"3791484","2"
"3793046",""
"3794719",""
"3801586",""
"3801694",""
"3802926","1"
"3803140",""
"3804442","2"
"3804615",""
"3805424",""
"3808305",""
"3812449",""
"3816831",""
"3817945","1"
"3818132",""
"3818702","1"
"3824932","0"
"3825725",""
"3827267","1"
"3828793","2"
"3828990",""
"3831560","0"
"3831579",""
"3832939",""
"3836961",""
"3844625",""
"3846237","2"
"3848515",""
"3848561",""
"3848722","1"
"3849259","0"
"3850731",""
"3850859",""
"3852384",""
"3854354","1"
"3864840","2"
"3865446","3"
"3868027","2"
"3868851",""
"3872418",""
"3883080",""
"3883658","5"
"3884916","2"
"3886256",""
"3887588",""
"3889809","3"
"3891118","3"
"3911715","1"
"3912076",""
"3917742",""
"3921877",""
"3925092",""
"3928701",""
"3932456","3"
"3932686",""
"3933447","1"
"3933539","1"
"3934331","24"
"3934639","4"
"3934892",""
"3935028","1"
"3938379",""
"3939252",""
"3942718","2"
"3949824","23"
"3954767",""
"3963423","0"
"3967787","1"
"3969792",""
"3971206",""
"3974838","2"
"3975005","1"
"3976930","2"
"3978593",""
"3981638","4"
"3982173",""
"3983663",""
"3984436","1"
"3985589","1"
"3986415",""
"3988230","1"
"3989468",""
"3990957",""
"3992131",""
"3995011","11"
"4001013",""
"4007610",""
"4007846","0"
"4008013","1"
"4011097","9"
"4011260","4"
"4011449",""
"4012054",""
"4013204",""
"4014128","0"
"4015746","7"
"4019614","1"
"4019778","1"
"4026123","1"
"4027712","1"
"4029266",""
"4031689",""
"4033591",""
"4035532",""
"4037618","1"
"4038440",""
"4038622",""
"4042852","0"
"4048878",""
"4052594",""
"4053114","2"
"4056316","1"
"4059116",""
"4060125",""
"4060730",""
"4061381",""
"4062764",""
"4067736","15"
"4068139",""
"4074071",""
"4075471","2"
"4075509","1"
"4076066","1"
"4077081",""
"4080753","1"
"4080770",""
"4090415","1"
"4094570",""
"4100445",""
"4104212",""
"4104373","3"
"4106376","11"
"4107744",""
"4113254",""
"4114501",""
"4115719","35"
"4119850","2"
"4123064",""
"4123099",""
"4126374",""
"4126733","1"
"4128497",""
"4128860",""
"4136503",""
"4137538",""
"4145720",""
"4145824",""
"4146449",""
"4148323",""
"4148934","1"
"4149603",""
"4150300","1"
"4154182","1"
"4154685",""
"4157480",""
"4161947","0"
"4162385",""
"4162636",""
"4166015",""
"4170000","2"
"4171008",""
"4171245",""
"4190164",""
"4192222",""
"4192658",""
"4194214","2"
"4194770",""
"4196727",""
"4198000",""
"4198943","2"
"4199046","3"
"4199219","0"
"4200076","1"
"4200368","1"
"4202553",""
"4203225","14"
"4206007",""
"4206108","1"
"4216669",""
"4217112","0"
"4219197",""
"4219445",""
"4223214","0"
"4225685",""
"4226557",""
"4230953",""
"4232704","1"
"4235794",""
"4236717",""
"4237140","5"
"4242211","1"
"4246070",""
"4250056",""
"4259183",""
"4259337",""
"4259768","12"
"4260028",""
"4262266",""
"4264250","1"
"4265577",""
"4265787","3"
"4267747",""
"4269610",""
"4275536",""
"4277242",""
"4279594",""
"4282199","1"
"4283215",""
"4284178","1"
"4285496","2"
"4285532",""
"4286755",""
"4290540",""
"4291469",""
"4291862",""
"4292290","0"
"4292800","1"
"4294937","1"
"4296184","0"
"4297071",""
"4297555","1"
"4298001","8"
"4309690",""
"4313975",""
"4322645","0"
"4323800","1"
"4328369","1"
"4329260","14"
"4329806","4"
"4333015","6"
"4333967",""
"4339036",""
"4339611","21"
"4340384","0"
"4343157",""
"4346125",""
"4347864",""
"4355591",""
"4358275","2"
"4360010","1"
"4362847",""
"4370208","1"
"4372960",""
"4373355",""
"4373917","1"
"4376672",""
"4376701","2"
"4376821",""
"4378750",""
"4379786","3"
"4385831",""
"4386031",""
"4391919",""
"4393106","1"
"4393556","1"
"4394233","3"
"4396546","2"
"4398810","1"
"4399164",""
"4405334","5"
"4424876",""
"4426658","5"
"4428443","1"
"4430743","2"
"4433744",""
"4438360",""
"4447798",""
"4447913",""
"4451953",""
"4455083","1"
"4457097",""
"4458726","4"
"4459509","13"
"4460543","6"
"4462035","1"
"4462705",""
"4464697",""
"4471169",""
"4472716","0"
"4473859",""
"4476644","3"
"4478805","7"
"4484246","22"
"4484477","7"
"4486177","3"
"4497677","1"
"4499134",""
"4499838","1"
"4500070",""
"4503311","1"
"4503720",""
"4508458","1"
"4510639","1"
"4511443","0"
"4514833",""
"4515885","1"
"4516565","4"
"4517553",""
"4519897",""
"4521119","5"
"4530711",""
"4532530",""
"4533138",""
"4533670","1"
"4535445",""
"4537099","12"
"4538435",""
"4539432",""
"4540451","3"
"4540797",""
"4542223",""
"4542929",""
"4543750","1"
"4544244",""
"4544687","0"
"4545279",""
"4546332",""
"4548991",""
"4549799","1"
"4550187",""
"4551895","0"
"4558406","1"
"4560024",""
"4563358",""
"4566378","13"
"4570211",""
"4571884",""
"4574511",""
"4575101",""
"4575336",""
"4575816","1"
"4581013",""
"4581477",""
"4581641","2"
"4586641",""
"4589831",""
"4591845",""
"4594351",""
"4595129",""
"4595572",""
"4599008","6"
"4599255","4"
"4600106","3"
"4603175",""
"4604925","1"
"4605139","7"
"4606864","3"
"4607877","6"
"4613678","22"
"4615039","11"
"4616738",""
"4617392",""
"4617854",""
"4617938",""
"4623278",""
"4628601",""
"4631270",""
"4633221","1"
"4634381",""
"4637891",""
"4638173","1"
"4642040","1"
"4643085","1"
"4647660","3"
"4648743","1"
"4649413",""
"4649751",""
"4650433","3"
"4651453",""
"4654188",""
"4655839",""
"4657396",""
"4658421",""
"4660610","5"
"4661270",""
"4664384","6"
"4664893","56"
"4665698","0"
"4670069",""
"4672130","6"
"4672317",""
"4672759","2"
"4673448",""
"4674547",""
"4674734",""
"4680823","1"
"4681350",""
"4683745","1"
"4685918",""
"4686151","2"
"4689123",""
"4689178","2"
"4694832",""
"4696141","2"
"4696234","0"
"4699997","2"
"4702397",""
"4704058",""
"4704349",""
"4707004","11"
"4707053","34"
"4707634",""
"4709176","2"
"4713574","1"
"4719235",""
"4719639",""
"4719939",""
"4720718",""
"4724289","1"
"4727077",""
"4728566",""
"4730206","1"
"4732232","4"
"4740265",""
"4740427",""
"4744222","1"
"4744298",""
"4746767","2"
"4747207",""
"4747522","2"
"4747815",""
"4753648","1"
"4754084",""
"4758321","3"
"4762647","1"
"4765947","1"
"4768087",""
"4769697",""
"4771223",""
"4771323",""
"4773609","19"
"4775084","2"
"4777930","4"
"4780878","3"
"4784092",""
"4787246",""
"4787261","4"
"4792469",""
"4793302","23"
"4795430","0"
"4799502","1"
"4803001","1"
"4803570","0"
"4805890",""
"4810175",""
"4811519",""
"4813409",""
"4814372",""
"4817580",""
"4819368","2"
"4821001",""
"4826938","4"
"4828758","1"
"4830973","2"
"4834469",""
"4835451",""
"4835600",""
"4838763",""
"4838797",""
"4839371","8"
"4841693","3"
"4843278","1"
"4844644","2"
"4845822","0"
"4846599","1"
"4846936","1"
"4847435",""
"4847977",""
"4850773",""
"4851361","2"
"4851871","0"
"4857791",""
"4859475","8"
"4862325","0"
"4871128",""
"4871992",""
"4874186","2"
"4879755",""
"4882927","1"
"4890322",""
"4891893","1"
"4892398","4"
"4895171",""
"4899876","1"
"4900091",""
"4900918","2"
"4902668",""
"4902864",""
"4904674","0"
"4906907","6"
"4907409",""
"4907622","5"
"4908868",""
"4909426",""
"4911723","3"
"4913525",""
"4916172","1"
"4916709",""
"4917524",""
"4917757",""
"4918639","1"
"4919374","1"
"4920200","1"
"4921285",""
"4925824","1"
"4926290","3"
"4928228","1"
"4928698",""
"4929524","1"
"4930879",""
"4930979","1"
"4931339","1"
"4933843","2"
"4934509","1"
"4937332","1"
"4938916",""
"4939750",""
"4942417","1"
"4943467",""
"4944042",""
"4944244",""
"4944588","1"
"4950651",""
"4951011",""
"4951468","6"
"4955250",""
"4957002","4"
"4959055",""
"4965569","5"
"4969570","2"
"4972924","0"
"4975532",""
"4981180",""
"4982143",""
"4991084","70"
"4999884",""
"5000448",""
"5003643",""
"5004119",""
"5007489",""
"5009954","3"
"5019788",""
"5019942",""
"5020945",""
"5021228","1"
"5023071",""
"5027605",""
"5031372","2"
"5031662","11"
"5033536",""
"5034410","1"
"5035136",""
"5037038",""
"5037247",""
"5041512",""
"5046122","3"
"5048213",""
"5048895","1"
"5049776",""
"5051844",""
