postid,creation_date
28642357,2015-02-21 05:08:24.27 UTC
12104811,2012-08-24 07:18:18.397 UTC
4356998,2010-12-05 02:12:38.537 UTC
38390807,2016-07-15 07:56:09.53 UTC
19882657,2013-11-09 20:25:35.373 UTC
43082872,2017-03-29 01:50:06.24 UTC
34694031,2016-01-09 13:28:21.417 UTC
42810344,2017-03-15 12:51:42.593 UTC
9201529,2012-02-08 21:15:20.79 UTC
25744124,2014-09-09 12:01:14.34 UTC
30743119,2015-06-09 21:26:48.067 UTC
54467915,2019-01-31 19:26:50.193 UTC
22017792,2014-02-25 14:54:06.487 UTC
4930979,2011-02-08 08:34:39.39 UTC
16632786,2013-05-19 08:35:07.74 UTC
20488214,2013-12-10 07:07:37.893 UTC
11088684,2012-06-18 18:18:28.843 UTC
20009219,2013-11-15 19:37:54.803 UTC
48132756,2018-01-06 23:02:03.787 UTC
1442538,2009-09-18 04:03:53.903 UTC
10805656,2012-05-29 19:46:25.087 UTC
23070735,2014-04-14 21:25:35.88 UTC
48033270,2017-12-30 10:58:16.95 UTC
26536848,2014-10-23 20:29:43.793 UTC
18275142,2013-08-16 14:00:38.97 UTC
49726566,2018-04-09 06:12:47.843 UTC
33102508,2015-10-13 12:17:33.223 UTC
12260712,2012-09-04 09:39:34.267 UTC
21680462,2014-02-10 14:57:07.1 UTC
12385871,2012-09-12 10:12:25.103 UTC
16894422,2013-06-03 10:12:32.83 UTC
33249108,2015-10-21 00:40:47.017 UTC
37981389,2016-06-23 02:32:48.577 UTC
17626086,2013-07-13 01:24:40.717 UTC
36034294,2016-03-16 11:24:46.007 UTC
41528620,2017-01-08 01:48:20.74 UTC
7843584,2011-10-20 23:49:06.79 UTC
56469219,2019-06-05 23:21:19.363 UTC
6573807,2011-07-04 16:09:37.493 UTC
35348528,2016-02-11 19:37:59.703 UTC
8056474,2011-11-08 20:09:45.593 UTC
45596650,2017-08-09 17:00:46.42 UTC
9696170,2012-03-14 04:57:22.033 UTC
20724800,2013-12-21 23:57:54.417 UTC
45222849,2017-07-20 18:42:35.93 UTC
11709750,2012-07-29 13:49:16.407 UTC
11559053,2012-07-19 10:40:15.373 UTC
8536864,2011-12-16 16:09:00.32 UTC
37204707,2016-05-13 08:13:14.647 UTC
50217633,2018-05-07 15:25:17.893 UTC
42350016,2017-02-20 16:47:16.353 UTC
18780955,2013-09-13 07:46:52.72 UTC
2188334,2010-02-02 22:42:17.55 UTC
49381780,2018-03-20 10:28:15.657 UTC
53874056,2018-12-20 18:17:04.113 UTC
52890196,2018-10-19 10:05:53.3 UTC
28259885,2015-02-01 05:43:33.797 UTC
11533444,2012-07-18 02:17:58.183 UTC
10990929,2012-06-12 05:25:04.41 UTC
54501949,2019-02-03 10:31:09.67 UTC
50276437,2018-05-10 15:28:45.55 UTC
29279519,2015-03-26 13:19:18.857 UTC
2876039,2010-05-20 16:57:39.473 UTC
22455538,2014-03-17 13:24:22.173 UTC
52707646,2018-10-08 17:51:10.217 UTC
17344335,2013-06-27 13:20:06.517 UTC
22644890,2014-03-25 19:52:16.963 UTC
10727028,2012-05-23 20:03:54.097 UTC
44438371,2017-06-08 14:22:56.137 UTC
7500062,2011-09-21 12:52:12.367 UTC
57366174,2019-08-05 21:14:36.073 UTC
40588702,2016-11-14 12:23:20.137 UTC
23735004,2014-05-19 10:09:01.22 UTC
34190591,2015-12-09 22:55:43.097 UTC
11636557,2012-07-24 17:54:14.537 UTC
8609039,2011-12-22 19:54:03.96 UTC
6043074,2011-05-18 10:15:34.147 UTC
14125141,2013-01-02 16:02:27.04 UTC
19005318,2013-09-25 12:45:45.88 UTC
33404937,2015-10-29 02:26:35.657 UTC
11829913,2012-08-06 14:06:54.523 UTC
29316901,2015-03-28 12:00:30.03 UTC
681991,2009-03-25 15:00:00.367 UTC
288287,2008-11-13 21:02:43.443 UTC
52650137,2018-10-04 15:13:23.143 UTC
32106334,2015-08-19 21:58:55.65 UTC
335384,2008-12-02 20:44:15.127 UTC
15295247,2013-03-08 13:38:24.023 UTC
1327690,2009-08-25 11:32:53.733 UTC
8073223,2011-11-09 23:32:15.943 UTC
1412193,2009-09-11 17:13:25.93 UTC
5165831,2011-03-02 09:57:57.73 UTC
2791745,2010-05-07 21:15:48.683 UTC
33484769,2015-11-02 18:51:04.163 UTC
8214855,2011-11-21 16:14:58.15 UTC
49958826,2018-04-21 18:13:42.39 UTC
10300185,2012-04-24 14:38:06.357 UTC
6602542,2011-07-06 20:29:20.327 UTC
11950878,2012-08-14 10:59:37.987 UTC
21021754,2014-01-09 13:35:16.213 UTC
1130296,2009-07-15 09:16:36.967 UTC
39290021,2016-09-02 10:18:44.53 UTC
26210804,2014-10-06 06:12:34.84 UTC
18859883,2013-09-17 21:06:25.337 UTC
45168933,2017-07-18 13:57:22.86 UTC
20858607,2013-12-31 14:08:21.637 UTC
41842746,2017-01-25 03:10:11.33 UTC
49653346,2018-04-04 14:13:43.493 UTC
47202965,2017-11-09 13:22:12.11 UTC
27025610,2014-11-19 19:44:56.813 UTC
56137096,2019-05-14 19:13:05.113 UTC
12798172,2012-10-09 10:35:38.477 UTC
18711445,2013-09-10 05:43:11.827 UTC
12300147,2012-09-06 12:28:04.597 UTC
45254195,2017-07-22 11:47:21.997 UTC
26026948,2014-09-24 21:36:10.907 UTC
48414687,2018-01-24 04:11:35.957 UTC
4946122,2011-02-09 14:23:37.967 UTC
7034983,2011-08-12 02:18:46.307 UTC
35508281,2016-02-19 14:59:32.357 UTC
31707813,2015-07-29 17:58:16.793 UTC
7047741,2011-08-13 00:37:20.747 UTC
19905584,2013-11-11 11:48:12.667 UTC
20554389,2013-12-12 21:14:39.003 UTC
38471470,2016-07-20 02:45:30.34 UTC
1721078,2009-11-12 09:44:01.397 UTC
767978,2009-04-20 12:05:27.26 UTC
21427197,2014-01-29 09:42:34.557 UTC
38176073,2016-07-04 02:11:59.127 UTC
7779523,2011-10-15 17:45:13.443 UTC
40062728,2016-10-15 18:30:05.97 UTC
38491694,2016-07-20 22:09:51.54 UTC
8514875,2011-12-15 03:47:32.393 UTC
49755584,2018-04-10 13:58:05.08 UTC
35150831,2016-02-02 10:26:14.287 UTC
25117687,2014-08-04 11:31:53.723 UTC
12770875,2012-10-07 16:59:40.597 UTC
18669132,2013-09-07 02:39:48.933 UTC
22051102,2014-02-26 19:19:54.77 UTC
42265441,2017-02-16 05:09:00.263 UTC
54856403,2019-02-24 20:50:33.667 UTC
22947321,2014-04-08 20:18:55.853 UTC
21205399,2014-01-18 14:27:15.32 UTC
29760216,2015-04-20 23:27:14.57 UTC
33404093,2015-10-29 00:43:06.463 UTC
56888741,2019-07-04 13:12:08.543 UTC
44256857,2017-05-30 08:09:29.03 UTC
42466924,2017-02-26 09:43:47.453 UTC
2141808,2010-01-26 18:56:25.22 UTC
22799815,2014-04-02 01:17:58.367 UTC
13157850,2012-10-31 12:20:57.513 UTC
52629096,2018-10-03 14:16:01.893 UTC
22006844,2014-02-25 06:57:11.65 UTC
47634727,2017-12-04 13:41:30.413 UTC
23943564,2014-05-29 21:46:59.99 UTC
32435288,2015-09-07 09:27:42.503 UTC
27180914,2014-11-28 01:59:40.243 UTC
1679296,2009-11-05 09:14:37.543 UTC
14997667,2013-02-21 08:29:59.847 UTC
20646702,2013-12-17 23:20:36.837 UTC
47576555,2017-11-30 15:07:51.337 UTC
21191021,2014-01-17 16:34:11.053 UTC
13522973,2012-11-23 04:10:48.833 UTC
53329581,2018-11-16 00:05:12.633 UTC
6265951,2011-06-07 13:31:36.177 UTC
28389357,2015-02-08 00:54:25.977 UTC
23132406,2014-04-17 11:53:46.44 UTC
14558044,2013-01-28 08:21:06.443 UTC
3757474,2010-09-21 05:16:18.007 UTC
41421481,2017-01-02 04:48:23.533 UTC
13090475,2012-10-26 16:06:23.793 UTC
12812393,2012-10-10 05:17:55.53 UTC
8724756,2012-01-04 09:43:16.72 UTC
50469110,2018-05-22 13:35:26.727 UTC
21434606,2014-01-29 14:54:33.987 UTC
39920023,2016-10-07 14:45:57.113 UTC
7956769,2011-10-31 16:44:09.217 UTC
51446016,2018-07-20 15:36:37.743 UTC
46586606,2017-10-05 13:16:17.907 UTC
17236956,2013-06-21 13:48:25.393 UTC
11689020,2012-07-27 13:43:05.103 UTC
39090770,2016-08-23 00:54:18.34 UTC
42949217,2017-03-22 10:40:16.397 UTC
19141474,2013-10-02 16:04:43.397 UTC
1040724,2009-06-24 20:18:17.657 UTC
31722973,2015-07-30 11:48:46.88 UTC
35883793,2016-03-09 05:41:18.58 UTC
36804806,2016-04-22 23:30:35.27 UTC
17972795,2013-07-31 14:11:49.667 UTC
15921166,2013-04-10 08:49:57.787 UTC
24909461,2014-07-23 11:37:41.567 UTC
56222863,2019-05-20 14:19:33.257 UTC
1072497,2009-07-02 04:32:04.58 UTC
4520590,2010-12-23 16:28:22.113 UTC
45362095,2017-07-27 22:34:58.153 UTC
8337581,2011-12-01 06:55:30.02 UTC
25415668,2014-08-20 22:42:38.11 UTC
22966285,2014-04-09 14:51:06.237 UTC
10049186,2012-04-06 21:00:18.35 UTC
50908210,2018-06-18 11:14:10.453 UTC
277044,2008-11-10 04:14:55.34 UTC
31131372,2015-06-30 06:43:59.93 UTC
22388553,2014-03-13 19:08:20.187 UTC
1558287,2009-10-13 05:09:01.223 UTC
21510270,2014-02-02 11:54:51.923 UTC
29739266,2015-04-20 04:18:31.073 UTC
12196899,2012-08-30 12:31:21.02 UTC
37396639,2016-05-23 17:00:50.483 UTC
15342550,2013-03-11 15:33:55.143 UTC
41109861,2016-12-12 21:26:06.67 UTC
10369398,2012-04-29 03:12:42.457 UTC
16583091,2013-05-16 08:58:16.85 UTC
54675470,2019-02-13 16:51:26.3 UTC
1800922,2009-11-26 00:30:37.92 UTC
26737591,2014-11-04 14:28:05.953 UTC
1702415,2009-11-09 17:15:40.81 UTC
40812252,2016-11-25 21:03:59.883 UTC
19092303,2013-09-30 10:48:05.28 UTC
34302999,2015-12-16 02:31:19.19 UTC
54729720,2019-02-17 02:55:23.923 UTC
51912276,2018-08-18 20:24:05.977 UTC
48800063,2018-02-15 04:41:09.44 UTC
48762602,2018-02-13 08:41:57.607 UTC
33668073,2015-11-12 09:24:51.483 UTC
25808896,2014-09-12 12:58:39.553 UTC
15986728,2013-04-13 10:17:25.78 UTC
32054670,2015-08-17 15:53:48.69 UTC
341966,2008-12-04 20:35:23.32 UTC
1255996,2009-08-10 16:56:52.037 UTC
8287299,2011-11-27 17:04:53.533 UTC
56648453,2019-06-18 11:48:40.56 UTC
53755680,2018-12-13 05:50:13.087 UTC
45020258,2017-07-10 19:35:41.11 UTC
20380811,2013-12-04 16:33:03.287 UTC
42963443,2017-03-22 22:00:01.697 UTC
43099302,2017-03-29 16:36:12.253 UTC
37285387,2016-05-17 20:09:31.537 UTC
20066558,2013-11-19 08:27:48.817 UTC
16181201,2013-04-24 00:08:12.997 UTC
7432556,2011-09-15 14:30:47.707 UTC
49101283,2018-03-04 22:41:33.363 UTC
20425772,2013-12-06 14:01:16.997 UTC
14352849,2013-01-16 06:55:38.42 UTC
14123444,2013-01-02 14:03:29.437 UTC
49716464,2018-04-08 09:34:05.363 UTC
9940764,2012-03-30 09:57:26.78 UTC
19826146,2013-11-07 01:12:53.167 UTC
27606382,2014-12-22 16:17:03.413 UTC
34848210,2016-01-18 06:06:34.85 UTC
22232107,2014-03-06 17:46:58.607 UTC
5837252,2011-04-29 20:48:52.657 UTC
15419505,2013-03-14 20:27:45.887 UTC
40007501,2016-10-12 20:11:27.737 UTC
7360212,2011-09-09 10:20:38.24 UTC
21476925,2014-01-31 09:49:37.95 UTC
33298740,2015-10-23 09:12:45.393 UTC
55362648,2019-03-26 17:06:03.223 UTC
8191508,2011-11-19 02:49:29.983 UTC
5087300,2011-02-23 05:19:01.843 UTC
34056369,2015-12-03 01:35:56.233 UTC
36642729,2016-04-15 09:01:25.477 UTC
26666961,2014-10-31 03:07:01.95 UTC
17630372,2013-07-13 12:53:25.33 UTC
27810985,2015-01-07 03:25:22.473 UTC
29210087,2015-03-23 12:20:34.24 UTC
46113160,2017-09-08 09:29:46.303 UTC
45837757,2017-08-23 10:56:31.56 UTC
4343529,2010-12-03 08:01:55.82 UTC
48367741,2018-01-21 14:16:03.263 UTC
1795970,2009-11-25 10:20:51.347 UTC
7606589,2011-09-30 06:15:04.617 UTC
36876893,2016-04-26 22:25:37.21 UTC
53501520,2018-11-27 14:07:10.91 UTC
19105292,2013-09-30 22:57:47.873 UTC
47533912,2017-11-28 14:24:43.747 UTC
49829116,2018-04-14 07:48:27.967 UTC
31888772,2015-08-08 01:37:29.407 UTC
36847546,2016-04-25 17:45:53.597 UTC
5169819,2011-03-02 15:40:35.05 UTC
16262964,2013-04-28 12:40:56.177 UTC
32711004,2015-09-22 07:35:51.233 UTC
27105295,2014-11-24 12:50:33.3 UTC
31280162,2015-07-07 22:05:36.653 UTC
47091028,2017-11-03 08:05:06.43 UTC
12559741,2012-09-24 06:13:58.413 UTC
21698057,2014-02-11 09:38:12.233 UTC
41798936,2017-01-23 03:36:23.73 UTC
19815169,2013-11-06 14:49:56.077 UTC
41891701,2017-01-27 10:23:35.177 UTC
35183375,2016-02-03 17:08:23.067 UTC
3931119,2010-10-14 07:49:44.227 UTC
30006705,2015-05-02 19:44:51.213 UTC
47250942,2017-11-12 16:09:26.273 UTC
43898131,2017-05-10 16:30:33.807 UTC
17645273,2013-07-15 00:46:02.53 UTC
9816355,2012-03-22 04:15:58.597 UTC
21153686,2014-01-16 05:02:27.547 UTC
44855500,2017-06-30 22:15:58.41 UTC
26033775,2014-09-25 08:20:52.733 UTC
14307822,2013-01-13 20:30:18.993 UTC
1364262,2009-09-01 19:35:51.477 UTC
37999471,2016-06-23 18:44:57.077 UTC
22377542,2014-03-13 11:42:05.227 UTC
308609,2008-11-21 12:27:06.083 UTC
57696700,2019-08-28 16:33:46.383 UTC
47296128,2017-11-14 22:13:52.98 UTC
29909038,2015-04-28 02:03:24.127 UTC
48801480,2018-02-15 06:57:34.273 UTC
1014593,2009-06-18 19:03:04.533 UTC
48878370,2018-02-20 05:22:48.553 UTC
42119324,2017-02-08 17:03:45.897 UTC
27747766,2015-01-02 19:52:34.993 UTC
46693,2008-09-05 19:30:43.137 UTC
52528369,2018-09-27 02:01:51.873 UTC
14276191,2013-01-11 10:29:57.69 UTC
20919239,2014-01-04 09:33:05.417 UTC
45326650,2017-07-26 12:11:34.11 UTC
53743676,2018-12-12 13:04:10.55 UTC
52320359,2018-09-13 19:13:18.957 UTC
34245232,2015-12-12 21:31:50.187 UTC
57170005,2019-07-23 18:13:11.507 UTC
11792411,2012-08-03 08:51:58.26 UTC
19053726,2013-09-27 14:48:57.17 UTC
