id,acceptedanswerid,answer_date
"811590","811617","2009-05-01 14:34:39"
"812275","812322","2009-05-01 17:19:58"
"797090","813071","2009-05-01 20:14:48"
"808988","814286","2009-05-02 06:29:32"
"770969","828390","2009-05-06 07:12:47"
"836520","836574","2009-05-07 19:32:04"
"840279","840431","2009-05-08 15:33:33"
"841446","841475","2009-05-08 19:42:07"
"846957","847024","2009-05-11 07:05:10"
"848734","848765","2009-05-11 15:54:53"
"850497","850648","2009-05-12 00:27:53"
"839051","851105","2009-05-12 04:16:24"
"851623","851630","2009-05-12 07:50:11"
"852453","852478","2009-05-12 12:21:03"
"853332","853423","2009-05-12 15:39:21"
"859218","859254","2009-05-13 17:18:27"
"859111","859271","2009-05-13 17:22:48"
"373518","859817","2009-05-13 19:08:45"
"869589","869847","2009-05-15 17:09:31"
"875467","882479","2009-05-19 12:34:10"
"867751","885511","2009-05-19 23:18:43"
"885810","885827","2009-05-20 01:53:56"
"886397","886484","2009-05-20 06:50:29"
"885005","886490","2009-05-20 06:53:12"
"889406","889545","2009-05-20 18:41:51"
"890935","891042","2009-05-21 01:36:37"
"906210","906312","2009-05-25 11:06:36"
"906402","907515","2009-05-25 17:42:02"
"908748","909249","2009-05-26 06:51:49"
"914069","914084","2009-05-27 05:24:47"
"916061","916140","2009-05-27 14:45:46"
"934474","934545","2009-06-01 12:02:04"
"935666","935880","2009-06-01 17:43:10"
"924968","942708","2009-06-03 01:29:08"
"950885","951288","2009-06-04 15:29:48"
"951477","951782","2009-06-04 16:51:40"
"955399","955508","2009-06-05 11:55:59"
"955624","955677","2009-06-05 12:54:41"
"920809","961422","2009-06-07 07:38:19"
"967194","967201","2009-06-08 21:49:48"
"968565","968612","2009-06-09 07:14:08"
"975054","975072","2009-06-10 11:38:08"
"977321","977904","2009-06-10 20:16:24"
"933483","979414","2009-06-11 05:09:59"
"785652","981174","2009-06-11 13:45:46"
"986892","987383","2009-06-12 15:41:19"
"992019","992413","2009-06-14 08:10:08"
"309202","993041","2009-06-14 15:37:55"
"979910","995720","2009-06-15 11:58:05"
"995514","997495","2009-06-15 18:07:59"
"842222","1003184","2009-06-16 18:30:18"
"995035","1006156","2009-06-17 10:13:53"
"991703","1007583","2009-06-17 14:57:38"
"1009996","1010015","2009-06-17 23:26:52"
"1010356","1010515","2009-06-18 02:43:23"
"1012363","1012381","2009-06-18 12:31:27"
"1012792","1013731","2009-06-18 16:30:45"
"1013032","1017410","2009-06-19 11:04:51"
"1019837","1019955","2009-06-19 20:43:08"
"473566","1023356","2009-06-21 07:13:49"
"1031558","1031608","2009-06-23 09:49:03"
"1033947","1033951","2009-06-23 17:21:31"
"1037009","1037289","2009-06-24 09:20:32"
"1037590","1037713","2009-06-24 11:11:34"
"1044986","1045023","2009-06-25 16:55:34"
"1051953","1052018","2009-06-27 02:51:17"
"1075128","1075502","2009-07-02 16:51:49"
"1079077","1079091","2009-07-03 12:11:02"
"33412","1088009","2009-07-06 16:46:12"
"1105913","1106756","2009-07-09 22:23:46"
"1114685","1114858","2009-07-11 22:50:55"
"1132567","1133815","2009-07-15 20:28:51"
"1135446","1136095","2009-07-16 08:06:24"
"1139447","1160167","2009-07-21 16:05:24"
"1169123","1169928","2009-07-23 06:19:46"
"1175352","1183516","2009-07-26 01:40:07"
"361231","1189250","2009-07-27 16:39:14"
"1202535","1204092","2009-07-30 02:01:53"
"1205135","1211117","2009-07-31 07:17:26"
"1226083","1226156","2009-08-04 07:42:48"
"1234598","1235450","2009-08-05 20:05:12"
"1240575","1240633","2009-08-06 18:37:16"
"1244717","1244727","2009-08-07 13:35:18"
"1244607","1245848","2009-08-07 16:55:11"
"1247637","1247652","2009-08-08 01:00:34"
"1250319","1250340","2009-08-09 01:27:12"
"1258404","1258686","2009-08-11 06:18:07"
"1269359","1269390","2009-08-13 00:10:57"
"1269735","1269987","2009-08-13 04:09:41"
"1270703","1271148","2009-08-13 10:17:54"
"1264262","1280465","2009-08-14 22:15:39"
"1284771","1285463","2009-08-16 22:11:22"
"1291584","1291601","2009-08-18 03:13:23"
"1301297","1301434","2009-08-19 17:25:46"
"1303220","1304202","2009-08-20 05:53:04"
"1305243","1306701","2009-08-20 14:48:28"
"1331257","1331299","2009-08-25 22:07:34"
"1340366","1340401","2009-08-27 11:14:52"
"1349170","1349226","2009-08-28 20:39:46"
"1350432","1351540","2009-08-29 14:16:05"
"1363452","1363642","2009-09-01 17:21:26"
"1374170","1374350","2009-09-03 16:02:29"
"1376674","1376691","2009-09-04 00:33:58"
"1381335","1381352","2009-09-04 20:17:17"
"1384968","1385151","2009-09-06 07:49:23"
"1391643","1396605","2009-09-08 22:10:31"
"1398556","1398581","2009-09-09 09:38:08"
"1315833","1399031","2009-09-09 11:11:46"
"1400023","1400173","2009-09-09 14:44:36"
"1400255","1400315","2009-09-09 15:09:37"
"1401248","1401450","2009-09-09 18:58:01"
"1413184","1413322","2009-09-11 21:16:10"
"1431486","1431610","2009-09-16 08:06:26"
"1433336","1433460","2009-09-16 14:45:37"
"1440030","1440197","2009-09-17 17:22:48"
"1443632","1444721","2009-09-18 14:00:37"
"1423520","1452305","2009-09-20 23:25:25"
"1453085","1453096","2009-09-21 06:31:23"
"1454519","1455197","2009-09-21 15:42:29"
"1455856","1455967","2009-09-21 18:13:01"
"1466709","1468754","2009-09-23 21:59:33"
"1449932","1473291","2009-09-24 18:13:48"
"1473604","1473613","2009-09-24 19:11:39"
"1473997","1474105","2009-09-24 20:57:18"
"1454021","1475867","2009-09-25 07:18:40"
"1422977","1481966","2009-09-26 19:23:28"
"1492762","1492822","2009-09-29 14:14:19"
"545082","1495463","2009-09-29 23:31:16"
"1497297","1497401","2009-09-30 10:56:22"
"1497322","1497653","2009-09-30 11:49:21"
"1498108","1498126","2009-09-30 13:28:57"
"1499115","1499179","2009-09-30 16:14:58"
"1502465","1503921","2009-10-01 13:21:16"
"1508314","1508588","2009-10-02 09:33:14"
"1511674","1512268","2009-10-02 23:22:01"
"1514112","1514163","2009-10-03 16:10:15"
"1519435","1519824","2009-10-05 12:37:06"
"545667","1523296","2009-10-06 02:11:31"
"1541585","1541628","2009-10-09 03:18:05"
"1546817","1546915","2009-10-10 03:07:10"
"1552330","1552346","2009-10-12 01:50:04"
"1554912","1554934","2009-10-12 14:35:48"
"1554799","1568938","2009-10-14 20:53:58"
"1571999","1572095","2009-10-15 12:37:24"
"1577290","1577973","2009-10-16 13:12:23"
"1580012","1580055","2009-10-16 19:46:32"
"1581759","1581941","2009-10-17 10:47:57"
"1582161","1582180","2009-10-17 13:07:36"
"1582537","1584739","2009-10-18 12:11:48"
"1584177","1584970","2009-10-18 14:02:47"
"1582115","1585081","2009-10-18 14:56:36"
"1589216","1589675","2009-10-19 16:20:59"
"1589996","1590074","2009-10-19 17:42:06"
"1589164","1595243","2009-10-20 14:56:42"
"1596187","1596259","2009-10-20 17:51:22"
"1611365","1611444","2009-10-23 04:57:05"
"1599012","1612680","2009-10-23 10:53:00"
"1615871","1615983","2009-10-23 21:26:29"
"1623865","1623961","2009-10-26 09:55:03"
"1170185","1624353","2009-10-26 11:45:23"
"1623924","1624801","2009-10-26 13:30:22"
"1626549","1626616","2009-10-26 18:45:31"
"1612191","1627121","2009-10-26 20:21:50"
"1540007","1630282","2009-10-27 11:45:44"
"1630712","1630770","2009-10-27 13:22:44"
"1633750","1634179","2009-10-27 23:04:08"
"1644059","1644711","2009-10-29 15:53:19"
"1650596","1650620","2009-10-30 15:48:43"
"1647759","1656025","2009-11-01 00:28:45"
"1666866","1667013","2009-11-03 12:22:42"
"1665736","1667176","2009-11-03 12:55:15"
"1667215","1670099","2009-11-03 20:58:11"
"1671504","1671558","2009-11-04 03:40:54"
"1665963","1672218","2009-11-04 07:34:43"
"1676513","1677309","2009-11-04 23:07:49"
"1680190","1680303","2009-11-05 12:38:19"
"1572813","1680758","2009-11-05 13:58:34"
"1689237","1689507","2009-11-06 18:44:04"
"1709441","1710112","2009-11-10 18:23:14"
"1666052","1710543","2009-11-10 19:27:27"
"1715941","1716234","2009-11-11 16:13:12"
"1710423","1716755","2009-11-11 17:25:09"
"1722984","1723049","2009-11-12 15:29:15"
"1725863","1729907","2009-11-13 15:25:23"
"1730019","1730035","2009-11-13 15:43:16"
"1734558","1734569","2009-11-14 15:31:44"
"1694466","1738709","2009-11-15 20:27:13"
"1745603","1745698","2009-11-17 00:00:50"
"1752621","1752681","2009-11-17 23:44:57"
"1754215","1754225","2009-11-18 07:32:55"
"1754915","1754943","2009-11-18 10:12:54"
"1755757","1756845","2009-11-18 15:37:22"
"1756801","1757186","2009-11-18 16:19:42"
"1660845","1759860","2009-11-18 23:28:02"
"1760785","1760868","2009-11-19 04:27:34"
"1761365","1761397","2009-11-19 06:59:06"
"1761482","1761523","2009-11-19 07:33:59"
"1762391","1764254","2009-11-19 15:48:25"
"848205","1769193","2009-11-20 09:00:39"
"1769015","1770350","2009-11-20 13:11:53"
"1782528","1783162","2009-11-23 13:35:44"
"1785199","1785369","2009-11-23 19:21:34"
"1785555","1785583","2009-11-23 20:03:44"
"1786325","1786428","2009-11-23 22:13:46"
"1798829","1798895","2009-11-25 18:11:44"
"1812891","1812920","2009-11-28 16:19:52"
"1638170","1818118","2009-11-30 06:19:17"
"1820995","1821148","2009-11-30 17:19:20"
"1826075","1826115","2009-12-01 13:12:05"
"1828388","1828438","2009-12-01 19:49:41"
"1828775","1828840","2009-12-01 20:52:31"
"1819228","1831997","2009-12-02 10:25:57"
"1807432","1842014","2009-12-03 18:45:36"
"1429610","1847199","2009-12-04 14:15:43"
"1850445","1850777","2009-12-05 01:34:49"
"1878052","1878222","2009-12-10 02:04:30"
"1880929","1880999","2009-12-10 13:33:55"
"1888503","1888616","2009-12-11 14:57:33"
"1890542","1890561","2009-12-11 20:11:25"
"1895185","1895195","2009-12-13 00:38:22"
"1896715","1896748","2009-12-13 14:55:07"
"1907111","1907526","2009-12-15 13:37:39"
"1912785","1912879","2009-12-16 07:12:15"
"1913244","1913971","2009-12-16 11:10:06"
"1915535","1916908","2009-12-16 19:06:11"
"1923435","1923893","2009-12-17 19:06:46"
"1931871","1931886","2009-12-19 03:49:47"
"1935479","1935531","2009-12-20 11:12:28"
"1947608","1947733","2009-12-22 17:04:55"
"1947967","1947975","2009-12-22 17:38:08"
"1955612","1955852","2009-12-23 23:10:47"
"1949987","1956194","2009-12-24 01:07:05"
"1962823","1962981","2009-12-26 09:15:45"
"1593253","1963133","2009-12-26 11:02:52"
"1958962","1984397","2009-12-31 07:34:34"
"1953995","1988323","2010-01-01 10:43:59"
"700476","1989855","2010-01-01 22:21:25"
"1998297","1998356","2010-01-04 09:07:39"
"2002728","2002822","2010-01-04 22:44:44"
"2011407","2014218","2010-01-06 16:01:17"
"2018487","2018496","2010-01-07 05:54:17"
"2019199","2019392","2010-01-07 09:50:20"
"2023549","2023634","2010-01-07 21:00:21"
"949190","2033159","2010-01-09 11:19:06"
"2052251","2054568","2010-01-13 05:05:07"
"2054687","2054774","2010-01-13 06:02:09"
"2055314","2058547","2010-01-13 16:52:35"
"2072241","2072341","2010-01-15 14:47:03"
"2079366","2079377","2010-01-16 23:31:08"
"2059421","2081437","2010-01-17 15:27:28"
"2096444","2096455","2010-01-19 19:33:41"
"2100433","2104815","2010-01-20 20:44:40"
"2098681","2108249","2010-01-21 09:58:02"
"2111845","2111887","2010-01-21 18:40:27"
"2122080","2122104","2010-01-23 04:24:46"
"2123975","2124104","2010-01-23 18:04:13"
"2133597","2133966","2010-01-25 16:57:01"
"2138574","2138670","2010-01-26 10:06:37"
"2139517","2139548","2010-01-26 13:17:01"
"2134405","2141722","2010-01-26 18:42:34"
"2097214","2142076","2010-01-26 19:42:52"
"2144218","2144268","2010-01-27 02:50:13"
"2146315","2146429","2010-01-27 11:29:10"
"2150801","2157150","2010-01-28 19:05:20"
"2161050","2161209","2010-01-29 10:16:32"
"2161945","2162326","2010-01-29 13:55:30"
"2162830","2162956","2010-01-29 15:33:48"
"2165546","2165815","2010-01-29 22:58:48"
"2179235","2179277","2010-02-01 18:59:13"
"2180354","2180507","2010-02-01 22:21:54"
"2181215","2181332","2010-02-02 01:22:42"
"1475061","2182491","2010-02-02 07:37:20"
"2185951","2186072","2010-02-02 17:12:27"
"2186836","2186984","2010-02-02 19:27:36"
"2189010","2189024","2010-02-03 01:11:36"
"2200176","2200859","2010-02-04 15:28:28"
"2200785","2200863","2010-02-04 15:28:56"
"2200723","2200907","2010-02-04 15:35:29"
"2207402","2207482","2010-02-05 13:31:03"
"2210623","2210641","2010-02-05 21:39:58"
"2090765","2212400","2010-02-06 07:26:49"
"2218618","2218710","2010-02-07 22:50:30"
"2221730","2221793","2010-02-08 13:17:28"
"2228441","2228596","2010-02-09 11:18:22"
"2230720","2230796","2010-02-09 16:48:39"
"2232581","2232610","2010-02-09 21:18:49"
"2232646","2232689","2010-02-09 21:32:53"
"2232834","2232858","2010-02-09 22:03:12"
"2234951","2235398","2010-02-10 08:40:45"
"2238135","2238153","2010-02-10 15:49:19"
"2238345","2238447","2010-02-10 16:26:41"
"2239716","2239891","2010-02-10 19:55:26"
"2233761","2243262","2010-02-11 08:57:31"
"2245898","2246201","2010-02-11 17:16:47"
"2255854","2255990","2010-02-13 00:29:50"
"2267653","2267697","2010-02-15 17:23:52"
"2268703","2268933","2010-02-15 21:11:33"
"2270215","2273292","2010-02-16 13:49:55"
"2285479","2285488","2010-02-18 00:27:22"
"2288683","2289196","2010-02-18 14:18:30"
"2290570","2293493","2010-02-19 01:23:17"
"2294628","2294790","2010-02-19 07:53:50"
"2295223","2295286","2010-02-19 09:45:58"
"2309074","2309251","2010-02-22 06:44:55"
"2308774","2313963","2010-02-22 20:34:40"
"2314046","2315679","2010-02-23 02:03:23"
"2315873","2315928","2010-02-23 03:32:18"
"2318465","2318763","2010-02-23 14:17:59"
"2322953","2323109","2010-02-24 01:47:53"
"2327368","2327434","2010-02-24 16:02:55"
"2328757","2329375","2010-02-24 20:46:17"
"2319313","2334110","2010-02-25 13:03:42"
"2336004","2336068","2010-02-25 17:21:33"
"2247782","2352352","2010-02-28 19:37:21"
"2343691","2357083","2010-03-01 16:00:51"
"2363024","2364459","2010-03-02 15:51:55"
"2366223","2366500","2010-03-02 20:30:00"
"2371772","2371861","2010-03-03 14:03:21"
"2375753","2376030","2010-03-04 00:13:04"
"2377402","2377581","2010-03-04 07:42:49"
"2383989","2384091","2010-03-05 02:00:45"
"2391488","2391496","2010-03-06 05:51:00"
"2393649","2394313","2010-03-06 22:24:18"
"2397822","2397905","2010-03-07 20:46:25"
"2397418","2398059","2010-03-07 21:35:13"
"2408564","2408607","2010-03-09 11:25:47"
"2403286","2413149","2010-03-09 22:38:54"
"2422226","2423144","2010-03-11 06:59:15"
"2435850","2435910","2010-03-12 21:06:57"
"2419520","2439434","2010-03-13 18:16:16"
"2223810","2444599","2010-03-15 01:39:58"
"2445686","2445990","2010-03-15 09:11:07"
"2442758","2446082","2010-03-15 09:29:38"
"2449169","2449203","2010-03-15 17:42:56"
"2451588","2451589","2010-03-16 01:31:46"
"2463687","2464360","2010-03-17 17:19:04"
"2469197","2469728","2010-03-18 12:22:12"
"2483992","2484817","2010-03-20 21:20:56"
"2400099","2491846","2010-03-22 11:40:03"
"2478770","2493525","2010-03-22 15:33:40"
"2493837","2495037","2010-03-22 19:17:17"
"2494877","2495435","2010-03-22 20:21:55"
"2496209","2496636","2010-03-23 00:05:57"
"2503996","2504519","2010-03-24 00:03:42"
"2505742","2505764","2010-03-24 06:27:29"
"2510094","2510432","2010-03-24 18:34:24"
"2510683","2510910","2010-03-24 19:46:31"
"2502938","2516968","2010-03-25 15:42:10"
"2518304","2518387","2010-03-25 18:39:32"
"2521871","2521900","2010-03-26 08:30:54"
"2492100","2523004","2010-03-26 11:52:04"
"2529213","2535081","2010-03-28 23:49:49"
"2535542","2535624","2010-03-29 03:18:33"
"2540943","2540966","2010-03-29 20:18:17"
"2130162","2541858","2010-03-29 23:08:51"
"2545058","2545332","2010-03-30 13:02:51"
"2546005","2546065","2010-03-30 14:39:57"
"2552753","2552867","2010-03-31 12:34:31"
"2555917","2556134","2010-03-31 20:12:10"
"2559255","2559272","2010-04-01 09:10:05"
"2560807","2560842","2010-04-01 13:56:15"
"2570043","2570069","2010-04-03 02:48:05"
"2586426","2586522","2010-04-06 16:28:35"
"2569805","2590900","2010-04-07 08:17:26"
"2593153","2593199","2010-04-07 14:20:02"
"2593817","2594910","2010-04-07 18:26:53"
"2199596","2598753","2010-04-08 09:27:20"
"2221532","2598772","2010-04-08 09:30:34"
"2592820","2600532","2010-04-08 14:09:27"
"2607613","2607731","2010-04-09 13:18:28"
"2609301","2609474","2010-04-09 17:18:49"
"2606049","2619574","2010-04-12 02:33:28"
"2606873","2631894","2010-04-13 17:52:15"
"2632175","2632368","2010-04-13 18:58:56"
"2635155","2635179","2010-04-14 05:59:40"
"2638967","2639614","2010-04-14 17:32:57"
"2622320","2640432","2010-04-14 19:34:00"
"2654009","2654048","2010-04-16 15:12:35"
"2653591","2654368","2010-04-16 15:54:39"
"2658922","2658941","2010-04-17 15:40:51"
"2667283","2667313","2010-04-19 12:25:57"
"2668639","2668702","2010-04-19 15:34:08"
"2669632","2669640","2010-04-19 17:52:28"
"2678138","2678158","2010-04-20 19:50:48"
"2678488","2678987","2010-04-20 21:59:51"
"2685512","2685931","2010-04-21 19:23:22"
"2691579","2692174","2010-04-22 15:28:31"
"2694281","2694388","2010-04-22 20:52:12"
"2698868","2699032","2010-04-23 13:46:57"
"2697667","2699039","2010-04-23 13:48:05"
"2698841","2699568","2010-04-23 14:58:37"
"2704701","2705653","2010-04-24 18:27:47"
"2708586","2708617","2010-04-25 14:50:44"
"2715174","2720163","2010-04-27 09:50:25"
"2693268","2725518","2010-04-27 22:08:17"
"2724855","2727867","2010-04-28 08:33:41"
"2734310","2734404","2010-04-29 02:21:33"
"2735427","2735450","2010-04-29 07:22:41"
"2739955","2740057","2010-04-29 19:08:20"
"2741457","2741596","2010-04-30 00:21:52"
"2665748","2752375","2010-05-02 03:45:14"
"2752266","2752455","2010-05-02 04:31:03"
"2758248","2761355","2010-05-03 21:30:17"
"2762769","2762839","2010-05-04 04:34:28"
"2763324","2763342","2010-05-04 06:50:12"
"2767047","2770114","2010-05-05 01:46:27"
"2763228","2771720","2010-05-05 08:55:15"
"2756160","2772710","2010-05-05 11:27:00"
"2772676","2773365","2010-05-05 12:58:29"
"2774722","2774815","2010-05-05 15:55:24"
"2784772","2784955","2010-05-06 22:31:03"
"2787653","2787823","2010-05-07 10:26:44"
"2788017","2788981","2010-05-07 13:42:19"
"2796303","2796343","2010-05-09 01:52:05"
"2795404","2798692","2010-05-09 18:34:57"
"2804826","2805216","2010-05-10 18:13:01"
"2812872","2812914","2010-05-11 17:21:49"
"2818055","2818387","2010-05-12 11:38:20"
"2823007","2823131","2010-05-12 22:10:41"
"2828534","2829286","2010-05-13 18:28:02"
"2834039","2834170","2010-05-14 12:43:13"
"2837401","2837581","2010-05-14 20:56:47"
"2844569","2844896","2010-05-16 18:17:00"
"2864497","2866332","2010-05-19 14:19:05"
"2870036","2870067","2010-05-19 23:12:49"
"2872176","2872293","2010-05-20 09:03:28"
"2884910","2887140","2010-05-22 06:11:01"
"2890768","2890888","2010-05-23 06:50:28"
"2891750","2892164","2010-05-23 14:46:50"
"2893819","2893932","2010-05-23 23:26:25"
"2899626","2899704","2010-05-24 19:32:53"
"2835646","2900402","2010-05-24 21:17:15"
"2896141","2904626","2010-05-25 12:41:08"
"2867747","2906902","2010-05-25 17:26:10"
"2914151","2914275","2010-05-26 15:17:53"
"2921508","2922135","2010-05-27 14:44:39"
"2931390","2931506","2010-05-28 18:21:02"
"2935933","2935982","2010-05-29 17:31:13"
"2935603","2938852","2010-05-30 13:41:48"
"2941323","2941339","2010-05-31 04:15:18"
"2943778","2943788","2010-05-31 13:24:55"
"2945184","2945325","2010-05-31 18:29:19"
"2947922","2949293","2010-06-01 11:23:46"
"2924150","2950243","2010-06-01 13:42:33"
"2960247","2960257","2010-06-02 18:03:20"
"2959543","2960509","2010-06-02 18:37:57"
"2957513","2961197","2010-06-02 20:05:11"
"2956647","2961345","2010-06-02 20:27:16"
"2963620","2963755","2010-06-03 06:33:00"
"2969249","2969393","2010-06-03 20:10:19"
"2969787","2969871","2010-06-03 21:20:50"
"2975329","2975366","2010-06-04 15:06:26"
"2974100","2976062","2010-06-04 16:36:25"
"2988937","2988999","2010-06-07 11:25:22"
"2993988","2994089","2010-06-08 00:29:55"
"3002904","3003505","2010-06-09 06:24:15"
"2981866","3021094","2010-06-11 07:52:27"
"3010071","3024454","2010-06-11 16:24:04"
"3024442","3025112","2010-06-11 18:05:23"
"3038608","3038719","2010-06-14 15:59:49"
"3043177","3043337","2010-06-15 07:41:08"
"3066911","3067271","2010-06-18 04:53:42"
"3077196","3077232","2010-06-19 21:07:12"
"3077091","3077422","2010-06-19 22:10:25"
"3063082","3084133","2010-06-21 11:17:39"
"3085280","3085917","2010-06-21 15:18:55"
"3087049","3087161","2010-06-21 18:03:13"
"1365187","3087843","2010-06-21 19:31:05"
"3091249","3091452","2010-06-22 08:26:57"
"3093112","3093650","2010-06-22 13:42:15"
"3093078","3094584","2010-06-22 15:24:21"
"3096729","3098206","2010-06-23 00:45:46"
"3103652","3103722","2010-06-23 16:51:09"
"1217046","3109321","2010-06-24 10:59:36"
"1032721","3109774","2010-06-24 12:11:18"
"3109852","3110089","2010-06-24 12:57:21"
"2942172","3114919","2010-06-25 01:03:40"
"3122254","3122282","2010-06-26 00:52:51"
"3127802","3127947","2010-06-27 16:18:16"
"3129227","3131128","2010-06-28 08:59:48"
"3135155","3135200","2010-06-28 18:43:15"
"3135947","3135998","2010-06-28 20:46:26"
"3135679","3136980","2010-06-28 23:55:23"
"3082633","3137961","2010-06-29 04:57:31"
"3139195","3139631","2010-06-29 10:03:15"
"3143033","3143095","2010-06-29 17:16:03"
"3144558","3144675","2010-06-29 20:58:13"
"3141384","3146878","2010-06-30 06:19:03"
"3147403","3147423","2010-06-30 08:03:47"
"1803254","3149377","2010-06-30 12:51:10"
"3150830","3151077","2010-06-30 15:59:34"
"3151147","3152754","2010-06-30 19:33:19"
"3160265","3160510","2010-07-01 18:14:48"
"3137075","3162596","2010-07-02 00:43:57"
"3165638","3168665","2010-07-02 19:42:08"
"3171392","3171488","2010-07-03 12:30:50"
"3171481","3171776","2010-07-03 14:25:13"
"3158121","3173449","2010-07-04 01:52:12"
"3174943","3176182","2010-07-04 20:54:28"
"3166159","3180123","2010-07-05 14:08:06"
"3183527","3183556","2010-07-06 04:48:54"
"3188171","3188211","2010-07-06 16:31:02"
"3198374","3198454","2010-07-07 20:16:52"
"3159664","3199643","2010-07-07 23:22:34"
"3200251","3200270","2010-07-08 02:13:02"
"3196966","3200695","2010-07-08 04:39:12"
"3208160","3208472","2010-07-08 22:27:59"
"3196420","3215661","2010-07-09 18:53:02"
"3221294","3221580","2010-07-11 02:09:24"
"3237410","3237478","2010-07-13 13:12:27"
"3231630","3245500","2010-07-14 11:10:56"
"3250372","3250460","2010-07-14 20:56:43"
"3255836","3255941","2010-07-15 13:30:30"
"2363084","3262977","2010-07-16 08:03:30"
"3265391","3265466","2010-07-16 13:48:58"
"3281683","3281770","2010-07-19 14:06:50"
"3285979","3288933","2010-07-20 10:13:14"
"3289386","3289945","2010-07-20 12:38:48"
"3295871","3295920","2010-07-21 02:41:47"
"3279981","3296317","2010-07-21 04:28:04"
"3280693","3297869","2010-07-21 09:29:28"
"3299951","3299970","2010-07-21 13:53:47"
"3317523","3317673","2010-07-23 11:26:38"
"3318853","3319056","2010-07-23 14:23:24"
"3321174","3321507","2010-07-23 19:05:19"
"3325158","3325296","2010-07-24 13:34:29"
