answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
oper compar usernam password current design look store user password plain text insid databas someth rather store hash salt proper algorithm see exampl proper implement store usernam salt password hash databas compar calcul hash valu db valid user enter correct credenti,2017-01-25 20:57:32.1 UTC,60,41861510,sql tabl c# linq see usernam provid entri password provid match usernam,0.26666666666666666,16,c# linq,linq compar two column sql,7,username|password|signing|hash|salt|validate|credential,0.46835166215896606
,2014-10-23 19:44:58.993 UTC,30,26536157,system.directoryservices.accountmanagement.principalcontext constructor take user name password user name disconcertingli password held intern plain text string object around obviou secur risk,0.26666666666666666,8,.net-4.0 c# principalcontext security,system.directoryservices.accountmanagement.principalcontext store usernam password plain-text memori,4,security|username|password|user name,0.46629229187965393
,2019-04-11 09:41:15.19 UTC,45,55629398,applic connect databas encrypt connect string connect key usernam password find code applic code encrypt connect string use connect key use custom protect provid question encrypt happen server level? move db new server new encrypt string,0.17777777777777778,8,asp.net-mvc-3 c# database-connection sql-server,encrypt connect string done server,4,encrypt|username|password|protect,0.46505823731422424
go first check user password databas side procedur modif first encrypt store encrypt password store databas creat user check user login comapr encrypt password sede encrypt password paramet proceudr . password stength try use googl googl password strength api http://www.codeproject.com/kb/ajax/googlepasswordstrength.aspx,2012-04-09 14:13:23.407 UTC,76,10074503,best practic check user login password? know two way choos secur right check sql use store procedur firstli select user login password check code c# offici standard check password strength,0.2631578947368421,20,c# security sql-server,check user password,4,security|password|login|encrypt,0.4598124027252197
try compress 7zip give password creat archiv,2015-06-05 06:18:15.43 UTC,27,30659587,write program creat file .txt desktop want file creat password read creat .txt password,0.18518518518518517,5,c# file passwords,creat .txt password,1,password,0.4596395790576935
assum creat new connect everi request sql databas actual creat sort sql connect factori creat connect user factori catch sql except switch window ask credenti probabl need beauti approach close applic demo want creat method creat connect creat command return reader execut,2016-06-23 09:25:59.187 UTC,141,37987488,problem window form project function user chang password login sql server user login window form old password navig chang password function ask provid new password old password new old password receiv use sql command chang password problem user old password new password login sql server session stop start project old password expir want user submit new password applic forc login anyon give solution? thank lot! p/s think talk user connect databas use connect string user connect databas author account databas perform task necessari chang password updat password connect string thank,0.15602836879432624,22,c# sql-server-2008 winforms,forc user re-authent chang login password,5,authentication|login|password|authorise|credential,0.45787283778190613
self-respect databas never store password clear text store hash password compar hash password enter hash administr privileg reset password new valu though,2011-04-03 08:52:24.663 UTC,44,5528582,one obtain his/her databas password code admin privileg prove suffici window authent,0.29545454545454547,13,.net c# vb.net,retriev databas password admin privileg via code,4,password|privilege|authentication|hash,0.4577915072441101
spot noth built store previou password user check list make sure reus one store previou password mean clear old data tabl hit 5 chang requir chang reus last 10 15 chang data store hashed/encrypt password check chanc get plain text version system tabl userid password datechang find last n password user compar hashed/encrypt version new password list return true password use alreadi,2013-02-25 11:00:41.14 UTC,123,15065429,requir forc user chang password 90 day work fine someth howev anoth requir last 5 password user use cannot repeat - asp.net come anyth built in? cant see anyth aspnet db tabl last previou password store matter store last password valu db tabl compar new password field enter valu user custom db tabl,0.14634146341463414,18,asp.net-mvc-3 c#,stop user use last 5 password,4,password|0 day|hash|encrypt,0.45721617341041565
never user input append sql text code vulner sql inject paramet read sql inject right store password databas even encrypt store salt hash store encrypt password illus secur key manag need decrypt password wrong talk compar encrypt password wrong mean know properli random iv encrypt learn block learn appsetings/webset connect string learn simplifi check sqlsyntax check class call want check text call via sqlsyntaxcheck.checksyntax textbox1.text.tostr whichev method come,2013-05-09 09:02:26.147 UTC,126,16458090,project user login chang default password log password store databas want encrypt password enter user chang password page store databas re-login user want encrypt password enter login page check save password databas fetch encrypt password decrypt check decrypt password enter password chang password code edit code sql inject detect,0.29365079365079366,37,c#-4.0 login sql-server,encrypt password save sql server databas,9,login|encrypt|crypt|password|sql injection|vulnerability|salt|hash|security,0.45493587851524353
sound by-design secur featur rememb matter set cooki render password plain text html deliv client never show password edit fact even actual password render store password plain text pleas world favor stop one-way hash go store password pre-popul password field. good reason! either rememb chose rememb log automat leav rememb credenti browser! password valu set valu attribut,2011-02-22 12:28:15.163 UTC,88,5078090,password textbox user click remeb want popul name password respect textbox name get popul passwordi store name password cooki textmod password textboxalso form authenticationi tri successani helpappreci,0.22727272727272727,20,c#,password field popul,7,password|cookie|authentication|signing|security|hash|credential,0.45000359416007996
current date put variabl store variabl databas next time user enter password datetim databas compar current datetim use add day method mean user chang password everi 24 hour chang 23:59 chang 0:01 work need add new column user tabl store datetim valu last datetim chage password actual datetim function want check 24 hour pass sinc last password chang,2018-05-28 15:07:00.45 UTC,88,50569235,write code chang password user chang password everytim want want user chang password one time per day write condit,0.11363636363636363,10,c# login passwords,c# possibl chang password one time per day,2,login|password,0.447851300239563
yes quit trivial put usernam password connect string usernam apssword imperson user specifi user c# thread connect thread finish intern secur work imperson user.imperson explicitli done deal usernam password,2014-11-24 14:33:48.493 UTC,77,27107225,"creat sql connect string connect sql server instanc use anoth window account?i need provid window user name sql server login password forc server credenti creat connect pick pc user account password accomplish this? pleas advis thanks,kihtrak",0.15584415584415584,12,c# sql sql-server,connect string connect sql server use anoth window account,7,user name|login|password|credential|user account|username|security,0.4475518763065338
string store unencrypt databas vulner theft anyway read memori use dataread memori unencrypt even short loop reader advic string sensit store encrypt db read encrypt string securestr use dataread decrypt necessari expos in-memori,2017-01-11 11:30:09.173 UTC,90,41589739,limit memori exposur unencrypt string store databas transfer databas local variable? string arriv databas get convert vulner move string variabl convert it? go this? code get data mssql databas store unencrypt varchar extens method tri avert expos data memori profil virus/hacks/dump etc e.g walmart memori hack secur possibl overal,0.2,18,c# securestring security sql-server,convert string databas securestr,7,security|encrypt|crypt|vulnerability|virus|hack|theft,0.44666972756385803
,2019-12-03 14:51:24,103,59159735,know postgres-database-backup-restore-from-csharp tutori show restor databas postgr code read comment regard password file bottom work restor databas text dump .sql follow instruct give error tell text dump use manual type tri creat program restor text dump automat minim input user part includ type password synax restor problem articl link still ask password use password file seem hook use still ask password run batch file tutori tri creat new connect string put connect info password connectionstr work either need find restor text dump databas server password c# code seem figur,0.08737864077669903,9,c# passwords postgresql psql restore,postgr pgsql.ex restor text dump databas server password c,1,password,0.44408515095710754
creat sfpt user use c#,2017-07-06 11:06:38.767 UTC,66,44947198,use window server 2012 r2 bitvis ssh sftp want creat sftp user programmat applic think user signup applic applic creat new folder sftp credenti newli creat folder.so user access sftp credenti upload file associ folder find solut creat ftp user dynam want creat sftp user question possibl creat sftp user use c#?,0.18181818181818182,12,asp.net c# sftp,creat sftp user programmat use c,4,sftp|ssh|signing|credential,0.43918177485466003
need execut queri know inform exist databas chang someth code chang queri text return count user thespecif usernam account abl executescalar enclos creation sqlconnect sqlcommand usingstat sure dispos object end theoper recommend chang store password store password field hash clear password pass databas hash compar content databas field password known user passersbi look databas tabl,2013-05-17 21:30:37.483 UTC,104,16618212,want creat registr log form visual studio 2010 visual c# creat service-bas databas one tabl insert data tabl registr form cannot figur log user simpl log form field usernam password log button realli know check password usernam exist databas match far,0.11538461538461539,12,c# database login winforms,c# databas log form,4,login|username|password|hash,0.43879106640815735
think appli .tostr textbox object suppos want textbox1.text code becom pleas note realli insecur store user password plain text pleas store hash version realli recommend read owasp password storag cheat sheet,2019-03-18 19:37:48.313 UTC,67,55228894,work atm colleg project user enter password textbox password save databas want compar password enter textbox password save databas get password databas cannot put equal statement code follow,0.14925373134328357,10,.net c# visual-studio,put condit equal two string,4,password|insecure|hash|owasp,0.43770232796669006
store thing configur file .net option encrypt web.config / app.config https://msdn.microsoft.com/en-us/library/ms254494v=vs.110.aspx#anchor_2 either provid credenti pass connect string code maintain file case actual encrypt password encrypt valu mention connect string,2016-10-25 14:35:00.837 UTC,67,40242805,want make c# login form mysql databs provid userdata c# say unsaf write databas password databas usernam databas name connect string right? anoth webserv connect databas check userdata right,0.16417910447761194,11,c# login mysql webserver,password mysql connect string? c,6,login|password|unsafe|username|encrypt|credential,0.43534889817237854
,2014-08-29 08:28:24.193 UTC,133,25564449,c# design login window gui user first provid usernam password program match predefin userlist mysql databas correct user permit open gui found password hash salt pbkdf2-sha256 algorithm mysql user usernam password equal debug found hash password mysql form know use hash password salt iter final result verifi password expect program first hash input password algorithm paramet obtain final result mean password correct c# implement use directli one code follow textbox input usernam name textbox_usernam password box name passwordbox_password problem hash output program password differ mysql databas instanc password test program give output convert output byte string mysql output one mention say provid password incorrect even correct password guess mayb program output hexidecim tri convert final result mysql string hexidecim result wrong,0.24812030075187969,33,c# hash mysql passwords pbkdf2,verifi user provid password mysql databas c,7,hash|password|pbkdf2|signing|login|username|salt,0.43450742959976196
store local file system permiss make hard modifi file ignor problem let user enter databas username/password connect databas connect http servic leak databas connect password add encrypt connect string app.config inform secur connect string,2012-11-20 16:18:58.027 UTC,66,13477449,wrote winform applic use c# applic need connect databas contain code mean user password databas server includ intern applic think secur give secur,0.16666666666666666,11,c# database security winforms,user password includ intern code,5,security|password|username|leak|encrypt,0.4326898753643036
hash old new password think need prompt old new password hash old password claus,2012-04-20 16:57:01.04 UTC,64,10250384,creat user account tabl two field login store user id password store password encrypt format password encrypt time registr use md5 hash user want chang password chang databas tri updat password use simpl updat statement didnt work code,0.296875,19,asp.net c#-4.0,updat password encrypt use md5 store sql server 2005 databas,6,password|encrypt|md5|user account|login|hash,0.4323759973049164
,2019-07-14 11:38:08.49 UTC,191,57027074,api serv multipl user via singl mobil app user author find match user record main db user tabl hash provid password see match hash password user tabl base know user author howev everi follow api transact must made correct db correspond user db credentialsserv dbuser dbpass db credenti user thought store dbcredenti user along usernam user id authent user know db serv data requir store db password plain text right? gave away user setup db password first login store client app pass header along auth data? basic authent ssl api call auth user verifi correct db password? store hash db password share db along guid user make api call provid store local db password plain text api hash compar hash pass store share credenti tabl two correspond api call serv use db credenti tabl + password sent user header make sense? mayb user pass db password servic url?? cannot keep user data samendb mani user want give share client app connect via singl api share user credenti tabl share db api call redirect differ db,0.16753926701570682,32,asp.net-web-api basic-authentication c# http-headers sql-server,pass db password authent header along usernam password asp.net web api,8,authentication|password|username|authorise|hash|credential|login|ssl,0.4311267137527466
work - play empti string passwordchar textchang event vb.net c# probe,2015-07-08 21:15:58.383 UTC,69,31303913,creat login form default show text enter usernam user name text field one click password text field vice versa show enter password click usernam text field want pwd.passchar = * password field show enter password text ***** display text unless user start type actual password code - pleas suggest chang,0.15942028985507245,11,c# wpf wpf-controls,passchar condit c# login form,4,login|username|user name|password,0.43100184202194214
sinc alreadi ask user enter data ask password? code set password valu text box altern automat reset password ask user chang better password choic latter great solut requir addit step occur code,2012-04-13 14:53:58.85 UTC,57,10143160,want chang user password question answer call method changepasswordquestionandansw administr pass user password know,0.17543859649122806,10,asp.net asp.net-membership c# passwords security,reset user secur inform q&a asp.net,2,password|security,0.43076425790786743
want login box prepopul password store clear text somewher whether liter string sourc databas config set file string compil resourc note extract password mask password field simpl send messag textbox consid encrypt password gener md5 hash store user log process use origin password compar result see correct password enter let prepopul login box hand point requir password go popul dialog? well show form say press enter log field store hash password instead save plain text compar password store user databas password enter compar hash instead open text look system.security.cryptographi . understand hash mention design irrevers use pre-popul fields? someth similar ago follow store result store aes key popul field recal data key decrypt data use key split string first valu split usernam second valu substr use password,2012-01-18 17:00:19.94 UTC,186,8914134,possibl duplic encrypt password winform app.config .net want abl store username/password pair login box time applic load save credenti load properties.set file login box popul valu know alway chanc password hack anyth must better store clear-text properties.set file look use securestr appear prevent password store cleartext memori idea best handl,0.20967741935483872,39,c# encryption winforms,best secur store password properties.set file,12,encrypt|crypt|security|password|username|login|credential|hack|md5|hash|signing|aes,0.4295288026332855
certainli retriv password ad store password encrypt configur file note complet safe store password applic regardless whether hard-cod clear text sourc code encrypt still retriev malici user secur thing store password applic instead let user type request exampl,2018-09-20 20:28:32.987 UTC,106,52432820,want smpt email class wpf c# app smpt server cloud base cours need user password whilst ok save user smpt server avoid put password code read seem retriev password ad user due store correct miss something? think store password sql salt better wpf c#? updateth link help secur retriev bit thick still put password code / dll? secure? exampl,0.18867924528301888,20,active-directory c# networkcredentials wpf,retriev credenti / password ad,7,credential|password|salt|security|encrypt|safe|malicious,0.4269516170024872
password save put old password back box show user put placehold text textbox match placehold text store password tip possibl store hash password instead password memori string util someth process explor find password string memori possibl store hash instead password exampl connect servic requir plaintext password submit securestr keep in-memori string encrypt store password safe long term memori protecteddata class encrypt string write hard drive dataprotectionscop log user data keep mind make imposs someon find store password significantli rais bar difficulti get,2012-08-31 19:56:22.453 UTC,130,12221752,work rememb featur usernam password credenti notic possibl recov password hidden set usesystempasswordchar properti true exampl screenshot notic although lot applic suffer issu assum must avoid question approach need take ensur possibl retriev credenti use method ? thank advanc,0.23076923076923078,30,c# password-protection security textbox winforms,extend textbox usesystempasswordchar secur,9,password|protect|security|username|credential|hash|encrypt|safe|signing,0.42684945464134216
try need go store procedur avoid sql inject,2014-01-30 09:42:08.453 UTC,30,21452739,"login page c#,how check usernam password match usernam password sqlserver login next page??i wanna store procedur",0.3,9,c# sql-server,check usernam password c,4,username|password|login|sql injection,0.42664748430252075
none,2020-04-16 18:52:45,46,61257865,alway encrypt certif window certif store decrypt data sql server certif protect microsoft cryptoapi privat key password best practic password connect string? connect string without password follow visual studio 2019 pop dialog ask password,0.34782608695652173,16,c# sql-server encryption cryptoapi always-encrypted,sql server alway encrypt connectionstr asp.net,6,encrypt|crypt|certificate|protect|private key|password,0.42468369007110596
creat small tabl 5 column store last 5 password use column contain hash password password save histori last 5 password prevent user reus themand save last password chang date.onc user perform login check 30 day redirect page reset password,2010-05-28 10:24:09.793 UTC,66,2928196,exist applic want implement password reset 30 days.but dont want user password last 5 time go link follow pleas help thank,0.19696969696969696,13,.net asp.net c#,implemenet password reset,4,password|0 day|hash|login,0.42388659715652466
answer give detail user c# applic i.e user account log window howev log databas aaa bbb want know account log databas give user log databas use integr secur window authent connect domain user account e.g log via databas login give login e.g insert user name user context window applic current user name see thread.currentprincip document inform,2014-05-23 12:15:55.647 UTC,99,23828993,databas sql server 2 user connect usera userb program c# log sql server usernam password databas window form field user lastnam surnam ...etc want delet field form retain user delet data retriev user connect databas,0.12121212121212122,12,c# sql-server,retriev usernam connect receiv sql server,8,username|password|user account|integrity|security|authentication|login|user name,0.4235870838165283
,2014-08-17 16:40:26.587 UTC,85,25351301,use ef 6.1 code-first current class look connectionstr locat file login info user password plan remov sensit data connect string user applic launch develop login form wpf take need info user form contain user name password return output two paramet hold user name keep password question build connect string follow part string hold connect string info without sensit data string hold usernam securestr hold password send input paramet class inherit dbcontext? btw - use .net framework 4.5,0.12941176470588237,11,c# connection-string ef-code-first entity-framework,send secur connectionstr dbcontext,5,security|login|password|user name|username,0.4188958406448364
string store plain text execut attack access dll simpl thing dump string contain - includ connect string want secur connect string common practic store section applic file encrypt,2013-02-23 14:05:27.833 UTC,57,15041361,code bellow connect databas websit secur enough ? someon profession hacker captur usernam password sent his/her comput databas !? thank advanc,0.14035087719298245,8,.net c# sql sql-server winforms,sql connect secur,6,security|hack|username|password|attack|encrypt,0.4185834228992462
,2019-05-21 09:04:30.21 UTC,73,56234814,program connect network drive differ user provid usernam password plain text argument concern provid password plain text unsecur handl thing look provid password secur thought simpl solut start net.ex process provid password process instead work unfortun current work use plain text password code work fine want provid password plain text tri give password process help greatli appreci thank,0.1780821917808219,13,.net c# net-use passwords security,connect network drive differ user without provid password plain text,3,password|security|username,0.417283833026886
see give access varieti string manipul encrypt data memori prevent local memori attack interest persist password common hash save password local perform hash login attempt compar hash data instead raw text incorrect password reject correct password hash store valu store data consid store set note cryptographi store password safe huge subject someth research,2015-04-05 18:52:39.38 UTC,96,29460962,store password secur c# without database? want applic reli databas want store password plain text exampl current someth easiest securest store otherwis applic need databas purpos simpli tri avoid introduc databas purpos store singl piec inform,0.19791666666666666,19,c#,best store password databas plain text,8,password|security|encrypt|crypt|attack|hash|login|safe,0.41703465580940247
gener store password plain text encrypt store databas hash password user creat first login everi time log hash input without save anywher compar new hash save one comparison ok password correct quick exampl lot complex want make safe,2011-09-01 21:37:40.023 UTC,69,7276870,current build c# appofflin .net want give user possibl password protect program store password program access right password.mi problem encounterd almost problem good,0.2463768115942029,17,c# password-protection,c# | ad password protect program,6,password|protect|encrypt|hash|login|safe,0.4169343411922455
creat domain servic account connect via integr security=tru sspi true connect window account configur sspi connect thru current window login fals need provid userid password base provid sqlclient -integr security=true;-- --integr security=sspi oledb -integr security=sspi odbc -trusted_connection=y oraclecli -integr security=y,2016-08-23 08:41:06.14 UTC,116,39096340,question cannot find answer program window form applic c# use entiti framework connect sql server databas see password databas store connect string creat user applic store databas tabl know secur password stolen connect string control user made chang databas thought mayb creat account sql server user applic good idea fill connect string user password log check login correct access databas moment yet? thank advanc artur,0.1810344827586207,21,c# database security sql-server,secur login sql server databas c# applic,5,security|login|password|integrity|trust,0.4153141975402832
cooki store per-us code work as-i strongli recommend store usernam password user cooki though due secur issu associ built-in authent store session identifi instead,2016-07-26 08:27:18.47 UTC,44,38584695,store multipl usernam password cooki c#?i tri store one usernam password,0.3409090909090909,15,asp.net c# cookies,store multipl usernam password cooki c,5,cookie|username|password|security|authentication,0.41502732038497925
retriev full row databas tabl retriev column contain usertyp need check verifi login exampl assum 1 valu mean administr 2 mean normal user cours chang constant actual valu side note use paramet still secur problem database/cod logic seem store password plain text give anyon look databas tabl possibl know user password password never store plain text site contain lot answer correctli store password databas start best store password databas,2016-04-20 10:46:28.963 UTC,122,36741415,finish databas c# sql databas add data creat account person add usernam password first last name type client administr log check usernam password correct code next want check usernam password type client administr administr entri form client entri anoth form do? need idea tabl,0.12295081967213115,15,c# database sql,check usernam password type client administr,4,username|password|login|security,0.41350215673446655
securestr exist prevent sensit text password held memori securestr protect string memori string compil msil still plain need hide sensitifi inform consid someth encrypt app.config describ http://weblogs.asp.net/jgalloway/archive/2008/04/13/encrypting-passwords-in-a-net-app-config-file.aspx hthdominik,2011-07-01 10:53:31.933 UTC,46,6547009,better want protect abc bee detect decompil msil code,0.21739130434782608,10,.net c# securestring,securestr give advantag come msil decompil,4,security|protect|password|encrypt,0.41269567608833313
secur password connect string concern consid encrypt section sever way use util easiest see exampl want avoid store password build connect string code input provid runtim post mention comment @fuchs777 explain,2017-07-25 08:13:59.333 UTC,82,45297567,current c# consol applic connect sql databas use entiti framework 6 databas credentialsusernam password dbname etc app.config file connect string understand secur vulner abl take databas credenti user input connect databas use user input pass paramet app.config? best accomplish goal? thank,0.13414634146341464,11,c# entity-framework entity-framework-6,entiti framework 6- user input databas credenti,6,credential|username|password|security|vulnerability|encrypt,0.4118146300315857
fill seem kind strang creat string call instead char fill woud recommend least insert hash password databas compar hash user input hash databas save password plaintext bad idea follow method insert password databas follow method use compar password user input hash password databas code btnsubmit_click event,2014-05-03 18:48:20.24 UTC,75,23448510,localdb wpf applic tabl store student credenti want compar credenti enter user data student tabl see student exist quit right,0.18666666666666668,14,c# linq sql wpf,linq sql authent login credenti,5,authentication|login|credential|hash|password,0.41144004464149475
hope queri execut kind soap/rest servic servic run domain credenti give domain-login access db integr secur connect string connect string -zero- credenti info,2012-03-27 17:59:05.583 UTC,91,9894974,connect databas password still abl tableadapt fill listbox code produc error specifi password match databas password [ data sourc = path .sdf file ] password protect databas connect password still tableadapter? edit oh want store password connect string - caus easi readabl config file solut found solut find someth ad everyth work password easili read config file best regard,0.15384615384615385,14,c# sql-server visual-studio,connect sql server ce databas password,6,password|protect|credential|login|integrity|security,0.41113215684890747
"know put id,password databas argument id need give sql-server usernam account want login password need provid assigned/cr time sql server installation.y know databas name databas want connect sql server note need know basic two differ mode connect sql-server 1.sql-server authent mode need provid connect string 2.window authent mode need provid connect string connect string name databas connect howev roughli anoth authent option connect string notic part connect authent user run need provid user id password note work db server accept window authent databas name databas creat sqlusernam login account sql either sa anoth namepassword cours password use login sql server databas window authent",2014-02-27 15:24:51.97 UTC,146,22072877,made databas use mssql creat connect databas use visual studio c# success gener connect string follow googl learn make connect string write follow statement know put id password databas argument pleas provid addit explanation? googl think search correctli,0.1232876712328767,18,c# sql-server visual-studio-2008,connect string,5,password|username|login|signing|authentication,0.410928875207901
wish asp.net membership role provid use use two method encrypt password string save databas decrypt retriev simplest hash password follow asp.net sql server membership provid give featur configur asp.net password hash password salt look roll want research salt password exampl hash salt password c# creat sqlclr udf sql server two main method use save password encrpt format pwdencrypt encrypt password return encrypt string use password encrypt password store master..syslogin tabl http://msdn.microsoft.com/en-us/library/dd822791v=sql.105.aspx pwdcompar accept clear password encrypt one check whether match encrypt clear password compar two type password log sql server routin call http://msdn.microsoft.com/en-us/library/dd822792.aspx simpl follow take look link start right direct said howev usual practic store hash valu password rather encrypt version password hash allow check user enter correct password compar hash valu databas hash valu whatev user enter without need know actual password advantag usual simpler secur sinc need encrypt/decrypt valu drawback use hash never send user password plan provid sort forgot password function rather reset new random one,2012-05-22 05:02:46.04 UTC,191,10695954,applic password field user enter password encrypt password store databas user login applic password fetch databas decrypt take place possibl,0.2774869109947644,53,asp.net c# sql-server-2008,store password encrypt format databas enter web applic,8,password|encrypt|crypt|login|hash|salt|security|forge,0.4101013243198395
